tf,target,mode,weight,confidence
ETS1,ANGPT2,Activation,1.0,A
ETS1,ANPEP,Activation,1.0,A
ETS1,ATXN2,Activation,1.0,A
ETS1,BAX,Repression,-1.0,A
ETS1,BMP4,Activation,1.0,A
ETS1,EMSY,Activation,1.0,A
ETS1,CD6,Activation,1.0,A
ETS1,CD8A,Activation,1.0,A
ETS1,CDKN1A,Activation,1.0,A
ETS1,CDKN2A,Activation,1.0,A
ETS1,CHUK,Activation,1.0,A
ETS1,COL1A1,Activation,1.0,A
ETS1,CSF2,Activation,1.0,A
ETS1,CSF3R,Activation,1.0,A
ETS1,CSNK2A1,Activation,1.0,A
ETS1,CSNK2B,Activation,1.0,A
ETS1,CTSB,Activation,1.0,A
ETS1,CXCR4,Activation,1.0,A
ETS1,DUSP6,Activation,1.0,A
ETS1,ECE1,Activation,1.0,A
ETS1,EGR1,Activation,1.0,A
ETS1,ERG,Activation,1.0,A
ETS1,F13A1,Activation,1.0,A
ETS1,FGFBP1,Activation,1.0,A
ETS1,FLI1,Activation,1.0,A
ETS1,FLT1,Activation,1.0,A
ETS1,FOXD1,Activation,1.0,A
ETS1,GP6,Activation,1.0,A
ETS1,GRPR,Activation,1.0,A
ETS1,HMOX1,Activation,1.0,A
ETS1,HPGD,Activation,1.0,A
ETS1,IL2,Activation,1.0,A
ETS1,IL2RB,Activation,1.0,A
ETS1,IL3,Repression,-1.0,A
ETS1,IL5,Activation,1.0,A
ETS1,ITGB3,Activation,1.0,A
ETS1,CIP2A,Activation,1.0,A
ETS1,LCK,Activation,1.0,A
ETS1,MDM2,Repression,-1.0,A
ETS1,MGAT5,Activation,1.0,A
ETS1,MMP1,Activation,1.0,A
ETS1,MMP13,Activation,1.0,A
ETS1,MMP3,Activation,1.0,A
ETS1,MMP9,Activation,1.0,A
ETS1,MYB,Activation,1.0,A
ETS1,NDRG1,Repression,-1.0,A
ETS1,PARP1,Activation,1.0,A
ETS1,PF4,Activation,1.0,A
ETS1,PLAU,Activation,1.0,A
ETS1,PRL,Activation,1.0,A
ETS1,PTHLH,Activation,1.0,A
ETS1,SLC26A3,Activation,1.0,A
ETS1,SPRY2,Activation,1.0,A
ETS1,SQSTM1,Activation,0.5,B
ETS1,TAF12,Activation,1.0,A
ETS1,TBXA2R,Activation,1.0,A
ETS1,TBXAS1,Repression,-1.0,A
ETS1,TERT,Activation,1.0,A
ETS1,TFAP2A,Activation,1.0,A
ETS1,TGFBR2,Activation,1.0,A
ETS1,TNC,Activation,1.0,A
ETS1,TNFSF14,Activation,1.0,A
ETS1,TP53,Activation,1.0,A
ETS1,TRA,Activation,1.0,A
ETS1,TRB,Repression,-1.0,A
ETS1,VWF,Activation,1.0,A
ETS1,WAS,Activation,1.0,A
ETS1,WT1,Activation,1.0,A
ETS2,ANGPT2,Activation,1.0,A
ETS2,ANPEP,Activation,1.0,A
ETS2,CD163,Activation,1.0,A
ETS2,CDK1,Activation,1.0,A
ETS2,CDKN2A,Activation,1.0,A
ETS2,CGA,Activation,1.0,A
ETS2,CHRNE,Activation,1.0,A
ETS2,CSF2,Activation,1.0,A
ETS2,CSF3R,Activation,1.0,A
ETS2,EGR1,Activation,1.0,A
ETS2,ERG,Activation,1.0,A
ETS2,FLI1,Activation,1.0,A
ETS2,ICAM1,Activation,1.0,A
ETS2,IL12B,Activation,1.0,A
ETS2,IL5,Activation,1.0,A
ETS2,MDM2,Activation,1.0,A
ETS2,MMP3,Activation,1.0,A
ETS2,MMP9,Activation,1.0,A
ETS2,MSR1,Activation,1.0,A
ETS2,MYC,Activation,1.0,A
ETS2,PDE7A,Activation,1.0,A
ETS2,TERT,Activation,1.0,A
ETS2,TP53,Activation,1.0,A
ETS2,VWF,Activation,1.0,A
ETV3,NFKB1,Repression,-1.0,A
ETV4,AGTR1,Activation,1.0,A
ETV4,BDKRB1,Activation,1.0,A
ETV4,ERBB2,Repression,-1.0,A
ETV4,ETS1,Activation,1.0,A
ETV4,MMP2,Activation,1.0,A
ETV4,MMP7,Activation,1.0,A
ETV4,MUC4,Activation,1.0,A
ETV4,PLAUR,Repression,-1.0,A
ETV4,PTGS2,Activation,1.0,A
ETV4,SYN2,Activation,1.0,A
ETV4,TGFBR2,Activation,1.0,A
ETV4,TIMP2,Activation,1.0,A
ETV4,TNF,Activation,1.0,A
ETV4,VIM,Activation,1.0,A
FLI1,ERG,Activation,1.0,A
FLI1,EYA3,Activation,1.0,A
FLI1,GATA1,Activation,1.0,A
FLI1,GP6,Activation,1.0,A
FLI1,GP9,Activation,1.0,A
FLI1,HMOX1,Activation,1.0,A
FLI1,ID2,Activation,1.0,A
FLI1,IGFBP3,Repression,-1.0,A
FLI1,ITGA2B,Activation,1.0,A
FLI1,MPL,Activation,1.0,A
FLI1,TERT,Activation,1.0,A
FLI1,TGFBR2,Activation,1.0,A
FOS,ACTA1,Activation,1.0,A
FOS,BATF3,Activation,1.0,A
FOS,BCL2L1,Activation,1.0,A
FOS,CCND1,Repression,-1.0,A
FOS,CD40LG,Activation,1.0,A
FOS,CLU,Repression,-1.0,A
FOS,CREM,Activation,1.0,A
FOS,CSTA,Activation,1.0,A
FOS,CXCL8,Activation,1.0,A
FOS,DDIT3,Activation,1.0,A
FOS,ERCC4,Activation,1.0,A
FOS,EZR,Activation,1.0,A
FOS,FAS,Activation,1.0,A
FOS,VEGFD,Activation,1.0,A
FOS,FOXA1,Activation,1.0,A
FOS,GSTP1,Activation,1.0,A
FOS,HSPH1,Activation,1.0,A
FOS,IL1A,Activation,1.0,A
FOS,LRIG2,Activation,1.0,A
FOS,MELTF,Activation,1.0,A
FOS,MMP1,Activation,1.0,A
FOS,MMP3,Activation,1.0,A
FOS,MMP7,Activation,1.0,A
FOS,MMP9,Activation,1.0,A
FOS,MYC,Activation,1.0,A
FOS,NEFL,Activation,1.0,A
FOS,NFKB1,Repression,-1.0,A
FOS,NGF,Activation,1.0,A
FOS,NOS2,Activation,1.0,A
FOS,NPPA,Repression,-1.0,A
FOS,NQO1,Activation,1.0,A
FOS,NTF3,Activation,1.0,A
FOS,NTS,Activation,1.0,A
FOS,PDHA1,Activation,1.0,A
FOS,PGR,Activation,1.0,A
FOS,PLAU,Activation,1.0,A
FOS,PLAUR,Activation,1.0,A
FOS,PTGS2,Activation,1.0,A
FOS,SMAD4,Activation,1.0,A
FOS,SMAD7,Activation,1.0,A
FOS,SPRR3,Activation,1.0,A
FOS,SRR,Activation,1.0,A
FOS,STAR,Activation,1.0,A
FOS,TP53,Activation,1.0,A
FOSL1,CLU,Activation,1.0,A
FOSL1,GCLC,Repression,-1.0,A
FOSL1,ITGB3,Repression,-1.0,A
FOSL1,IVL,Activation,1.0,A
FOSL1,MMP1,Activation,1.0,A
FOSL1,PLAUR,Activation,1.0,A
FOSL2,BCL6,Activation,1.0,A
FOSL2,BRCA1,Activation,1.0,A
FOSL2,CCR4,Activation,1.0,A
FOSL2,CLU,Activation,1.0,A
FOSL2,FOSL1,Activation,1.0,A
FOSL2,IVL,Activation,1.0,A
FOSL2,NOS2,Activation,1.0,A
FOSL2,PLAUR,Activation,1.0,A
FOSL2,UGT2B15,Activation,1.0,A
FOXA1,ABCA1,Repression,-1.0,A
FOXA1,AGR2,Activation,1.0,A
FOXA1,APOB,Activation,1.0,A
FOXA1,BCL2,Repression,-1.0,A
FOXA1,BRCA1,Activation,1.0,A
FOXA1,CCNG2,Activation,1.0,A
FOXA1,CFTR,Repression,-1.0,A
FOXA1,ESR1,Activation,1.0,A
FOXA1,HSPA1A,Activation,1.0,A
FOXA1,KRT7,Activation,1.0,A
FOXA1,MYC,Activation,1.0,A
FOXA1,NF1,Activation,1.0,A
FOXA1,RET,Activation,1.0,A
FOXA1,RPRM,Repression,-1.0,A
FOXA1,SFTPB,Activation,1.0,A
FOXA1,TFF1,Activation,1.0,A
FOXA1,UGT2B15,Activation,1.0,A
FOXA1,UGT2B17,Activation,1.0,A
FOXA2,APOA1,Activation,1.0,A
FOXA2,CDH1,Activation,1.0,A
FOXA2,CFTR,Repression,-1.0,A
FOXA2,TCF7L2,Activation,0.5,B
FOXD3,ZNF175,Activation,1.0,A
FOXF1,GH2,Activation,1.0,A
FOXL2,CYP19A1,Activation,1.0,A
FOXL2,SIRT1,Activation,1.0,A
FOXM1,BRIP1,Activation,0.5,B
FOXM1,CCNB1,Activation,1.0,A
FOXM1,CDC25A,Activation,1.0,A
FOXM1,CDC25B,Activation,1.0,A
FOXM1,CDC6,Activation,1.0,A
FOXM1,MYC,Activation,1.0,A
FOXM1,VEGFA,Activation,1.0,A
FOXO1,ANGPT2,Activation,1.0,A
FOXO1,CDKN1B,Activation,1.0,A
FOXO1,IGFBP1,Activation,1.0,A
FOXO1,KLF2,Activation,1.0,A
FOXO1,PRL,Activation,1.0,A
FOXO1,RAG1,Activation,1.0,A
FOXO1,TNFSF10,Activation,1.0,A
FOXO1,TXNIP,Activation,1.0,A
FOXO3,AR,Activation,1.0,A
FOXO3,BCL2L11,Activation,1.0,A
FOXO3,BCL6,Activation,1.0,A
FOXO3,CCND2,Repression,-1.0,A
FOXO3,CDKN2B,Activation,1.0,A
FOXO3,FASLG,Activation,1.0,A
FOXO3,GALT,Activation,1.0,A
FOXO3,PIK3CA,Activation,1.0,A
FOXO3,SIRT1,Activation,1.0,A
FOXO3,TNFSF10,Activation,1.0,A
FOXO3,TXNIP,Activation,1.0,A
FOXO4,BCL6,Activation,1.0,A
FOXO4,SOD2,Activation,1.0,A
FOXO4,TNFSF10,Activation,1.0,A
FOXP1,KLK3,Repression,-1.0,A
FOXP1,RAG1,Activation,1.0,A
FOXP2,CNTNAP2,Repression,-1.0,A
FOXP2,MET,Repression,-1.0,A
FOXP2,PLAUR,Activation,1.0,A
FOXP3,CCR4,Activation,1.0,A
FOXP3,IL2,Repression,-1.0,A
FOXP3,IL2RA,Activation,1.0,A
GABPA,TOMM70,Activation,1.0,A
GATA1,AGGF1,Activation,1.0,A
GATA1,ALAS2,Activation,1.0,A
GATA1,CCR3,Activation,1.0,A
GATA1,COPS5,Activation,1.0,A
GATA1,CYBB,Activation,1.0,A
GATA1,EPO,Activation,1.0,A
GATA1,GFI1B,Activation,1.0,A
GATA1,GP6,Activation,1.0,A
GATA1,HBB,Activation,1.0,A
GATA1,HBG1,Repression,-1.0,A
GATA1,HEMGN,Activation,1.0,A
GATA1,NFE2,Activation,1.0,A
GATA1,PF4,Activation,1.0,A
GATA1,RUNX1,Activation,0.5,B
GATA1,TAL1,Activation,0.5,B
GATA1,TBXA2R,Activation,1.0,A
GATA1,WT1,Activation,1.0,A
GATA2,ADH1A,Activation,1.0,A
GATA2,ANGPT2,Activation,1.0,A
GATA2,AR,Activation,1.0,A
GATA2,CYBB,Repression,-1.0,A
GATA2,DPYSL2,Activation,1.0,A
GATA2,EPO,Repression,-1.0,A
GATA2,FCER1A,Activation,1.0,A
GATA2,GATA1,Activation,1.0,A
GATA2,IL1RL1,Activation,1.0,A
GATA2,MS4A2,Activation,1.0,A
GATA2,NOS3,Activation,1.0,A
GATA2,PECAM1,Activation,1.0,A
GATA2,PPARG,Repression,-1.0,A
GATA2,WT1,Activation,1.0,A
GATA3,ALDH1A2,Activation,0.5,B
GATA3,CD40LG,Activation,1.0,A
GATA3,CD8A,Activation,1.0,A
GATA3,CD8B,Activation,1.0,A
GATA3,CDH1,Activation,1.0,A
GATA3,CDX2,Activation,1.0,A
GATA3,EPO,Repression,-1.0,A
GATA3,EPOR,Activation,1.0,A
GATA3,ERG,Activation,1.0,A
GATA3,ESR1,Activation,1.0,A
GATA3,FOXC1,Repression,-1.0,A
GATA3,IFNG,Activation,1.0,A
GATA3,IL12RB2,Repression,-1.0,A
GATA3,IL4,Activation,1.0,A
GATA3,IL5,Activation,1.0,A
GATA3,NFKB1,Activation,1.0,A
GATA3,SLCO4C1,Activation,1.0,A
GATA3,TCF7L2,Activation,1.0,A
GATA3,TEK,Activation,1.0,A
GATA3,TGFBR3,Activation,1.0,A
GATA3,ZEB1,Activation,1.0,A
GATA4,CYP17A1,Activation,1.0,A
GATA4,ERBB2,Repression,-1.0,A
GATA4,IL5,Activation,1.0,A
GATA4,NOS3,Activation,1.0,A
GATA4,NPPA,Activation,1.0,A
GATA6,APOA1,Activation,1.0,A
GATA6,CYP17A1,Activation,1.0,A
GCM2,PTH,Activation,1.0,A
GFI1,BAX,Repression,-1.0,A
GFI1B,MEF2C,Repression,-1.0,A
GLI1,BCL2,Activation,1.0,A
GLI1,EGR2,Repression,-1.0,A
GLI1,SFRP1,Activation,1.0,A
GLI2,BCL2,Activation,1.0,A
GLI2,FAS,Repression,-1.0,A
GLI2,FOXA2,Activation,1.0,A
GLI2,FOXE1,Activation,1.0,A
GLI2,FST,Activation,1.0,A
GLI2,WNT2B,Activation,1.0,A
GTF2I,SIRT1,Activation,1.0,A
HBP1,MIF,Repression,-1.0,A
HBP1,NCF1,Repression,-1.0,A
HES1,ASCL1,Repression,-1.0,A
HES1,DBF4,Activation,1.0,A
HES1,E2F1,Repression,-1.0,A
HES1,PTGDS,Repression,-1.0,A
HEY1,KDR,Repression,-1.0,A
HEY2,ACTA2,Repression,-1.0,A
HEY2,GATA6,Repression,-1.0,A
HHEX,HNF4A,Activation,1.0,A
HHEX,TLE1,Activation,0.5,B
HIC1,ACKR3,Repression,-1.0,A
HIC1,E2F1,Repression,-1.0,A
HIC1,EPHA2,Repression,-1.0,A
HIC1,SIRT1,Repression,-1.0,A
HIC1,VLDLR,Repression,-1.0,A
HIF1A,ABCB1,Activation,1.0,A
HIF1A,ALAS2,Activation,1.0,A
HIF1A,ALDOA,Activation,1.0,A
HIF1A,BAX,Activation,1.0,A
HIF1A,BNIP3,Activation,1.0,A
HIF1A,CA9,Activation,1.0,A
HIF1A,CCND1,Activation,1.0,A
HIF1A,CXCL12,Activation,1.0,A
HIF1A,CXCR4,Activation,1.0,A
HIF1A,E2F3,Activation,1.0,A
HIF1A,EDN1,Activation,1.0,A
HIF1A,EDNRB,Activation,1.0,A
HIF1A,EGLN1,Activation,1.0,A
HIF1A,EGLN3,Activation,1.0,A
HIF1A,ENO1,Activation,1.0,A
HIF1A,EPO,Activation,1.0,A
HIF1A,FAM162A,Activation,1.0,A
HIF1A,FGF2,Activation,1.0,A
HIF1A,GAPDH,Activation,1.0,A
HIF1A,GCK,Activation,1.0,A
HIF1A,ITGB2,Activation,1.0,A
HIF1A,KLK3,Activation,1.0,A
HIF1A,LDHA,Activation,1.0,A
HIF1A,LEP,Activation,1.0,A
HIF1A,LOX,Activation,1.0,A
HIF1A,MET,Activation,1.0,A
HIF1A,MIF,Activation,1.0,A
HIF1A,MUC1,Activation,1.0,A
HIF1A,NR3C1,Activation,1.0,A
HIF1A,NR4A1,Activation,1.0,A
HIF1A,NT5E,Activation,1.0,A
HIF1A,PFKFB3,Activation,1.0,A
HIF1A,PFKFB4,Activation,1.0,A
HIF1A,PGK1,Activation,1.0,A
HIF1A,PPP1R3C,Activation,1.0,A
HIF1A,RORA,Activation,1.0,A
HIF1A,SERPINE1,Activation,1.0,A
HIF1A,SLC2A1,Activation,1.0,A
HIF1A,SOCS1,Activation,1.0,A
HIF1A,TERT,Activation,1.0,A
HIF1A,TFRC,Activation,1.0,A
HIF1A,TGFB3,Activation,1.0,A
HIF1A,TLR2,Activation,1.0,A
HIF1A,TLR6,Activation,1.0,A
HIF1A,TUBB3,Activation,1.0,A
HIF1A,TWIST1,Activation,1.0,A
HIF1A,VEGFA,Activation,1.0,A
HIF1A,VEGFB,Activation,1.0,A
HIF1A,VHL,Activation,1.0,A
HIF1A,ZNF217,Activation,1.0,A
HLF,DBP,Activation,1.0,A
HLF,RUNX1,Repression,-1.0,A
HMGA1,CDC25A,Activation,1.0,A
HNF1A,AKR1C4,Activation,1.0,A
HNF1A,ALB,Activation,1.0,A
HNF1A,CDH17,Activation,1.0,A
HNF1A,CRP,Activation,1.0,A
HNF1A,IGFBP1,Activation,1.0,A
HNF1A,MTTP,Activation,1.0,A
HNF1A,SLC22A10,Activation,1.0,A
HNF1A,SLC22A9,Activation,1.0,A
HNF1A,UGT1A1,Activation,1.0,A
HNF1A,UGT1A10,Activation,1.0,A
HNF1A,UGT1A8,Activation,1.0,A
HNF1A,UGT1A9,Activation,1.0,A
HNF1A,UGT2B17,Activation,1.0,A
HNF1A,UGT2B7,Activation,1.0,A
HNF4A,ABCC6,Activation,1.0,A
HNF4A,ABCG5,Repression,-1.0,A
HNF4A,ABCG8,Repression,-1.0,A
HNF4A,ACAT2,Activation,1.0,A
HNF4A,AFP,Activation,1.0,A
HNF4A,AKR1C4,Activation,1.0,A
HNF4A,APOA1,Activation,1.0,A
HNF4A,APOA2,Activation,1.0,A
HNF4A,APOB,Activation,1.0,A
HNF4A,APOC3,Activation,1.0,A
HNF4A,C1QTNF5,Activation,1.0,A
HNF4A,CDKN1A,Activation,1.0,A
HNF4A,CEACAM1,Activation,1.0,A
HNF4A,CYP27A1,Activation,1.0,A
HNF4A,CYP2B6,Activation,1.0,A
HNF4A,CYP2C8,Activation,1.0,A
HNF4A,CYP2C9,Activation,1.0,A
HNF4A,CYP2D6,Activation,1.0,A
HNF4A,CYP3A4,Activation,1.0,A
HNF4A,CYP7A1,Repression,-1.0,A
HNF4A,FABP2,Activation,1.0,A
HNF4A,GFER,Repression,-1.0,A
HNF4A,GH1,Repression,-1.0,A
HNF4A,GPR39,Activation,1.0,A
HNF4A,HNF1A,Activation,1.0,A
HNF4A,LDLR,Activation,1.0,A
HNF4A,LIPC,Activation,1.0,A
HNF4A,MYC,Activation,1.0,A
HNF4A,NPC1L1,Activation,1.0,A
HNF4A,NR1I2,Activation,1.0,A
HNF4A,PCSK9,Activation,1.0,A
HNF4A,PPARA,Activation,1.0,A
HNF4A,RNASE2,Activation,1.0,A
HNF4A,SERPINC1,Activation,1.0,A
HNF4A,SHBG,Activation,1.0,A
HNF4A,SLC22A6,Activation,1.0,A
HNF4A,SLC26A3,Activation,1.0,A
HNF4A,TBP,Activation,1.0,A
HNF4A,TCF7L2,Activation,1.0,A
HNF4A,UGT2B7,Activation,1.0,A
HNF4G,AKR1C4,Activation,1.0,A
HNF4G,CYP2D6,Activation,1.0,A
HOXA10,EMX2,Repression,-1.0,A
HOXA10,IGFBP1,Activation,1.0,A
HOXA10,ITGB3,Activation,1.0,A
HOXA10,PHGDH,Repression,-1.0,A
HOXA11,HOXA10,Repression,-1.0,A
HOXA4,TH,Activation,1.0,A
HOXA5,PGR,Activation,1.0,A
HOXA5,PTN,Activation,1.0,A
HOXA5,TH,Activation,1.0,A
HOXB13,TCF4,Repression,-1.0,A
HOXB7,FGF2,Activation,1.0,A
HOXC11,LCT,Activation,1.0,A
HOXC8,TNFRSF11B,Activation,1.0,A
HOXD3,ITGA5,Activation,1.0,A
HOXD3,ITGB1,Activation,1.0,A
HOXD3,ITGB3,Activation,1.0,A
HSF1,BAG3,Repression,-1.0,A
HSF1,HSPA1A,Activation,1.0,A
HSF1,HSPA1B,Activation,1.0,A
HSF1,HSPA4,Activation,1.0,A
HSF1,NAT1,Activation,1.0,A
HSF1,STIP1,Activation,0.5,B
HSF1,UBB,Activation,0.5,B
HSF2,HSPA4,Activation,1.0,A
HSF2,MAP2K4,Repression,-1.0,A
HSF2,MAPK8,Repression,-1.0,A
IRF1,CASP7,Activation,1.0,A
IRF1,CCL5,Activation,1.0,A
IRF1,CD40,Activation,1.0,A
IRF1,CDK2,Repression,-1.0,A
IRF1,CEACAM1,Activation,1.0,A
IRF1,CIITA,Activation,1.0,A
IRF1,CXCL10,Activation,1.0,A
IRF1,CYBB,Activation,1.0,A
IRF1,DST,Repression,-1.0,A
IRF1,EIF2AK2,Activation,1.0,A
IRF1,ERAP2,Activation,0.5,B
IRF1,FOXP3,Repression,-1.0,A
IRF1,HLA-A,Activation,1.0,A
IRF1,HLA-G,Activation,1.0,A
IRF1,IFIT3,Activation,1.0,A
IRF1,IFNA1,Activation,1.0,A
IRF1,IFNB1,Activation,1.0,A
IRF1,IL10,Activation,1.0,A
IRF1,IL12A,Activation,1.0,A
IRF1,IL12B,Repression,-1.0,A
IRF1,IL27,Activation,1.0,A
IRF1,IRF2,Activation,1.0,A
IRF1,OGN,Activation,1.0,A
IRF1,PSMB10,Activation,0.5,B
IRF1,PSMB9,Activation,1.0,A
IRF1,SOCS1,Activation,1.0,A
IRF1,TAP1,Activation,1.0,A
IRF1,TAP2,Activation,1.0,A
IRF1,TNFSF10,Activation,1.0,A
IRF1,TP53,Activation,1.0,A
IRF2,CIITA,Activation,1.0,A
IRF2,TAP1,Activation,1.0,A
IRF3,CXCL10,Activation,1.0,A
IRF3,IFNA1,Activation,1.0,A
IRF3,IFNB1,Repression,-1.0,A
IRF3,IRF7,Activation,1.0,A
IRF3,PURA,Repression,-1.0,A
IRF4,CD68,Repression,-1.0,A
IRF4,FCER2,Activation,1.0,A
IRF5,TNF,Activation,1.0,A
IRF7,CXCL10,Activation,1.0,A
IRF7,IFNA1,Activation,1.0,A
IRF7,IFNA2,Activation,1.0,A
IRF7,IFNB1,Activation,1.0,A
IRF8,CD68,Repression,-1.0,A
IRF8,CYBB,Activation,1.0,A
IRF8,IL12A,Activation,1.0,A
IRF8,NCF2,Activation,1.0,A
IRF8,NF1,Activation,1.0,A
IRF8,TLR3,Repression,-1.0,A
IRF8,TLR4,Activation,0.5,B
IRF9,IFIT3,Activation,1.0,A
IRF9,IL27,Repression,-1.0,A
IRF9,PML,Activation,1.0,A
JUN,ABCB1,Repression,-1.0,A
JUN,ACTA1,Activation,1.0,A
JUN,APP,Activation,1.0,A
JUN,ATF3,Activation,1.0,A
JUN,BATF3,Activation,1.0,A
JUN,BRCA1,Activation,1.0,A
JUN,CCL2,Activation,1.0,A
JUN,CCL5,Activation,1.0,A
JUN,CCND1,Activation,1.0,A
JUN,CD82,Activation,1.0,A
JUN,CDKN1A,Activation,1.0,A
JUN,CREM,Activation,1.0,A
JUN,CSF2,Activation,1.0,A
JUN,CSTA,Activation,1.0,A
JUN,CTSL,Activation,1.0,A
JUN,CXCL8,Activation,1.0,A
JUN,CYP11A1,Activation,1.0,A
JUN,CYP19A1,Repression,-1.0,A
JUN,CYP2J2,Activation,1.0,A
JUN,DDIT3,Activation,1.0,A
JUN,EDN1,Activation,1.0,A
JUN,EGFR,Activation,1.0,A
JUN,ELN,Repression,-1.0,A
JUN,ETS1,Activation,1.0,A
JUN,ETS2,Activation,1.0,A
JUN,EZR,Activation,1.0,A
JUN,F3,Activation,1.0,A
JUN,FAS,Activation,1.0,A
JUN,FASLG,Activation,1.0,A
JUN,VEGFD,Activation,1.0,A
JUN,FOSL1,Activation,1.0,A
JUN,GCLC,Activation,1.0,A
JUN,GJA1,Activation,1.0,A
JUN,HEY1,Activation,1.0,A
JUN,IFNB1,Activation,1.0,A
JUN,IFNG,Activation,1.0,A
JUN,IL12A,Activation,1.0,A
JUN,IL12B,Activation,1.0,A
JUN,IL1A,Activation,1.0,A
JUN,IL1B,Activation,1.0,A
JUN,IL2,Activation,1.0,A
JUN,IL24,Activation,1.0,A
JUN,IL5RA,Activation,1.0,A
JUN,IL6,Activation,1.0,A
JUN,ITGAX,Activation,1.0,A
JUN,KRT16,Activation,1.0,A
JUN,LBP,Repression,-1.0,A
JUN,MAT2A,Activation,1.0,A
JUN,MGP,Activation,1.0,A
JUN,MMP1,Activation,1.0,A
JUN,MMP12,Activation,1.0,A
JUN,MMP13,Activation,1.0,A
JUN,MMP2,Activation,1.0,A
JUN,MMP3,Activation,1.0,A
JUN,MMP7,Activation,1.0,A
JUN,MMP9,Activation,1.0,A
JUN,MYB,Activation,1.0,A
JUN,MYC,Activation,1.0,A
JUN,NFKB2,Activation,1.0,A
JUN,NGF,Activation,1.0,A
JUN,NOS2,Activation,1.0,A
JUN,NOX5,Activation,1.0,A
JUN,NPY,Activation,1.0,A
JUN,NQO1,Activation,1.0,A
JUN,NTS,Activation,1.0,A
JUN,OXTR,Activation,1.0,A
JUN,PDHA1,Activation,1.0,A
JUN,PENK,Activation,1.0,A
JUN,PGR,Repression,-1.0,A
JUN,PLAT,Activation,1.0,A
JUN,PLAUR,Activation,1.0,A
JUN,POLD2,Activation,1.0,A
JUN,PPARA,Activation,1.0,A
JUN,PPARD,Activation,1.0,A
JUN,PTGS2,Activation,1.0,A
JUN,PTN,Activation,1.0,A
JUN,RARB,Activation,1.0,A
JUN,RELB,Activation,1.0,A
JUN,REN,Activation,1.0,A
JUN,RHOB,Activation,1.0,A
JUN,RUNX2,Activation,1.0,A
JUN,SMAD7,Activation,1.0,A
JUN,SPI1,Activation,1.0,A
JUN,SPRR1B,Activation,1.0,A
JUN,SPRR3,Activation,1.0,A
JUN,STMN1,Activation,1.0,A
JUN,TFF1,Activation,1.0,A
JUN,TIMP2,Activation,1.0,A
JUN,TNC,Activation,1.0,A
JUN,TNF,Activation,1.0,A
JUN,TNFRSF10A,Activation,1.0,A
JUN,TP53,Repression,-1.0,A
JUN,TXN,Activation,1.0,A
JUN,UGT2B15,Activation,1.0,A
JUN,VCAM1,Activation,1.0,A
JUN,VDR,Activation,1.0,A
JUN,VEGFA,Activation,1.0,A
JUNB,CDKN2A,Activation,1.0,A
JUNB,CLU,Activation,1.0,A
JUNB,EGFR,Activation,1.0,A
JUNB,IVL,Activation,1.0,A
JUNB,PTGS2,Activation,1.0,A
JUND,CCL5,Activation,1.0,A
JUND,CCR4,Activation,1.0,A
JUND,CD40LG,Activation,1.0,A
JUND,CLU,Activation,1.0,A
JUND,CSTA,Activation,1.0,A
JUND,FOSL1,Activation,1.0,A
JUND,GADD45A,Activation,1.0,A
JUND,IL3,Activation,1.0,A
JUND,IL6,Activation,1.0,A
JUND,ITGAV,Repression,-1.0,A
JUND,ITGB3,Repression,-1.0,A
JUND,IVL,Activation,1.0,A
JUND,MYB,Activation,1.0,A
JUND,NOS2,Activation,1.0,A
JUND,NQO2,Activation,1.0,A
JUND,PLAUR,Activation,1.0,A
JUND,SOX4,Activation,1.0,A
JUND,TGFB1,Activation,1.0,A
KLF1,HBB,Activation,0.5,B
KLF10,CDKN1A,Activation,1.0,A
KLF11,INS,Activation,1.0,A
KLF11,PDX1,Activation,1.0,A
KLF12,TFAP2A,Repression,-1.0,A
KLF15,LRP5,Activation,1.0,A
KLF2,NOS3,Activation,1.0,A
KLF2,THBD,Activation,1.0,A
KLF4,ATF3,Activation,1.0,A
KLF4,BIRC5,Repression,-1.0,A
KLF4,CCND1,Repression,-1.0,A
KLF4,CDH1,Activation,1.0,A
KLF4,CDKN1A,Activation,1.0,A
KLF4,GPA33,Activation,1.0,A
KLF4,LAMA3,Activation,1.0,A
KLF4,NANOG,Activation,1.0,A
KLF4,PFKP,Activation,1.0,A
KLF4,RARA,Repression,-1.0,A
KLF4,THBD,Activation,1.0,A
KLF4,VDR,Repression,-1.0,A
KLF5,BIRC5,Activation,1.0,A
KLF5,FASN,Activation,1.0,A
KLF5,FGFBP1,Activation,1.0,A
KLF5,NOTCH1,Activation,1.0,A
KLF6,ATF3,Activation,1.0,A
KLF6,CDH1,Activation,0.5,B
KLF6,DAPK2,Activation,1.0,A
KLF6,IGF1R,Activation,0.5,B
KLF6,LTC4S,Activation,1.0,A
KLF6,MMP9,Repression,-1.0,A
KLF6,NOS2,Activation,1.0,A
LEF1,AR,Activation,1.0,A
LEF1,BIRC5,Activation,1.0,A
LEF1,CCL7,Activation,1.0,A
LEF1,CCND1,Activation,1.0,A
LEF1,CD1D,Repression,-1.0,A
LEF1,CLDN2,Activation,1.0,A
LEF1,CTNNB1,Activation,1.0,A
LEF1,EDA,Activation,1.0,A
LEF1,ELANE,Activation,1.0,A
LEF1,MITF,Activation,1.0,A
LEF1,MMP7,Activation,1.0,A
