tf,target,mode,weight,confidence
REL,SELE,Activation,1.0,A
EGR1,RET,Activation,1.0,A
CDX2,CDH17,Activation,1.0,A
STAT1,CXCL9,Activation,1.0,A
SP1,PTTG1,Activation,1.0,A
TP53,PTTG1,Repression,-1.0,A
TP53,BID,Activation,1.0,A
SOX9,COL9A1,Activation,1.0,A
E2F3,CDC6,Activation,1.0,A
MITF,BCL2,Activation,1.0,A
TP53,VEGFA,Repression,-1.0,A
FOXO1,TNFSF10,Activation,1.0,A
MAFK,NQO1,Activation,1.0,A
MAFG,NQO1,Activation,1.0,A
STAT3,CCND1,Activation,1.0,A
PITX1,FSHB,Activation,1.0,A
POU2F1,VCAM1,Repression,-1.0,A
ESR1,CAV1,Repression,-1.0,A
CREB1,FOS,Activation,1.0,A
SP1,CDKN2A,Activation,1.0,A
ESR1,TERT,Activation,1.0,A
HIF1A,CA9,Activation,1.0,A
ETS1,ATP2A3,Activation,1.0,A
NR1I3,UGT1A1,Activation,1.0,A
ATF2,NR4A2,Activation,1.0,A
E2F4,PPARG,Repression,-1.0,A
E2F1,PPARG,Activation,1.0,A
CREB1,CPT1A,Activation,1.0,A
FOXA2,APOA1,Activation,1.0,A
EGR1,APOA1,Activation,1.0,A
SP1,MMP14,Repression,-1.0,A
TP53,CASP6,Activation,1.0,A
SPI1,FCGR1A,Activation,1.0,A
HIF1A,BHLHE41,Activation,1.0,A
TP53,ATF3,Activation,1.0,A
TP53,SLC6A6,Repression,-1.0,A
FOXO3,TNFSF10,Activation,1.0,A
E2F1,CCNA2,Activation,1.0,A
LEF1,RAG2,Activation,1.0,A
TP53,XPC,Activation,1.0,A
USF1,SERPINE1,Activation,1.0,A
EGR1,LDLR,Activation,1.0,A
TFAP2A,SLC19A1,Activation,1.0,A
PITX1,PRL,Activation,1.0,A
STAT1,JAK2,Activation,1.0,A
ESR1,CRH,Repression,-1.0,A
NFKB1,IRF4,Activation,1.0,A
SP1,CD14,Activation,1.0,A
SP3,LORICRIN,Repression,-1.0,A
STAT1,CASP4,Activation,1.0,A
NFKB1,NOD2,Activation,1.0,A
GATA1,HBB,Activation,1.0,A
CEBPA,HAMP,Activation,1.0,A
TFAP2A,SP1,Activation,1.0,A
VDR,CYP3A4,Activation,1.0,A
BCL6,PRDM1,Repression,-1.0,A
HIF1A,LEP,Activation,1.0,A
PDX1,GCK,Activation,1.0,A
HNF1A,UGT1A6,Activation,1.0,A
CEBPA,ELANE,Activation,1.0,A
SP1,GCLC,Activation,1.0,A
ESR1,TSC22D3,Repression,-1.0,A
AR,ZBTB16,Activation,1.0,A
CREM,FOS,Repression,-1.0,A
HIF1A,ADM,Activation,1.0,A
FOS,CREM,Activation,1.0,A
REST,OPRM1,Repression,-1.0,A
FOSL1,MMP9,Activation,1.0,A
HIF1A,FECH,Activation,1.0,A
NR1D1,BMAL1,Repression,-1.0,A
BMAL1,NR1D1,Activation,1.0,A
HIF1A,NPM1,Activation,1.0,A
FOS,NPPA,Repression,-1.0,A
FOXO3,SOD2,Activation,1.0,A
SPI1,CTSK,Activation,1.0,A
ETS1,GRPR,Activation,1.0,A
ELK1,TLR9,Activation,1.0,A
NR1H2,ABCG1,Activation,1.0,A
NR1H2,ABCA1,Activation,1.0,A
ESR1,CRHBP,Activation,1.0,A
SREBF2,ABCA1,Repression,-1.0,A
GLI2,FOXE1,Activation,1.0,A
CDX2,UGT1A8,Activation,1.0,A
ETS1,GP9,Activation,1.0,A
FLI1,MPL,Activation,1.0,A
FOXP3,IL2RA,Activation,1.0,A
NFKB1,IL10,Activation,1.0,A
SMAD3,CDKN1A,Activation,1.0,A
E2F1,ISYNA1,Activation,1.0,A
SP1,SREBF1,Activation,1.0,A
SP1,MUC4,Activation,1.0,A
TP53,CCNA1,Activation,1.0,A
YY1,HSD3B2,Activation,1.0,A
SP1,NQO2,Activation,1.0,A
E2F4,CCNA2,Activation,1.0,A
CREB1,G6PC1,Activation,1.0,A
NR4A1,MDM2,Repression,-1.0,A
CEBPB,ASNS,Repression,-1.0,A
EGR1,SYN1,Activation,1.0,A
TP53,SH2D1A,Activation,1.0,A
IRF8,NF1,Activation,1.0,A
MYC,CFLAR,Repression,-1.0,A
HNF1A,UGT1A8,Activation,1.0,A
STAT1,OPRM1,Activation,1.0,A
TP53,TNFRSF10A,Activation,1.0,A
WT1,MYC,Repression,-1.0,A
MYC,WT1,Activation,1.0,A
STAT3,ETV6,Activation,1.0,A
JUN,GNRHR,Activation,1.0,A
ESR1,SERPINE1,Activation,1.0,A
ESR2,SERPINE1,Repression,-1.0,A
JUN,MMP2,Activation,1.0,A
E2F3,TP73,Activation,1.0,A
TP53,EZH2,Repression,-1.0,A
ESR1,CXCL8,Repression,-1.0,A
USF1,CDK4,Activation,1.0,A
HIF1A,ITGB2,Activation,1.0,A
MYC,CDK4,Activation,1.0,A
PROX1,CYP7A1,Repression,-1.0,A
JUN,F3,Activation,1.0,A
STAT3,CRP,Activation,1.0,A
STAT6,SOCS1,Activation,1.0,A
ETS1,SOCS1,Repression,-1.0,A
STAT1,JUN,Activation,1.0,A
HIF1A,FLT1,Activation,1.0,A
SP1,VDR,Activation,1.0,A
EPAS1,FLT1,Activation,1.0,A
NR4A1,HSD3B2,Activation,1.0,A
ETS1,MPL,Activation,1.0,A
JUN,REN,Activation,1.0,A
SMAD4,BAMBI,Activation,1.0,A
PGR,CCND1,Activation,1.0,A
GATA1,GFI1B,Activation,1.0,A
FLI1,IGFBP3,Repression,-1.0,A
TBP,CDKN1A,Activation,1.0,A
TP53,AIFM2,Activation,1.0,A
E2F1,BIRC5,Activation,1.0,A
LHX3,FSHB,Activation,1.0,A
JUND,MYB,Activation,1.0,A
JUN,MYB,Activation,1.0,A
SMAD3,BAMBI,Activation,1.0,A
HIF1A,RORA,Activation,1.0,A
SP1,BRCA1,Activation,1.0,A
HIF1A,ID2,Activation,1.0,A
ETS1,PLAU,Activation,1.0,A
EGR1,PDGFC,Activation,1.0,A
SP1,PDGFC,Activation,1.0,A
EGR1,FGF2,Activation,1.0,A
USF2,HMOX1,Activation,1.0,A
USF1,HMOX1,Activation,1.0,A
IRF1,TNFSF10,Activation,1.0,A
SP1,NKX2-1,Activation,1.0,A
HES1,E2F1,Repression,-1.0,A
ETS1,CHUK,Activation,1.0,A
HNF4A,UGT1A9,Activation,1.0,A
MBD1,SETDB1,Repression,-1.0,A
FOXO1,CNR1,Repression,-1.0,A
JUN,CYP19A1,Repression,-1.0,A
FOSL1,CDKN2A,Activation,1.0,A
ELK3,FOS,Repression,-1.0,A
USF1,APOA5,Activation,1.0,A
SP1,APOE,Activation,1.0,A
ATF3,GDF15,Activation,1.0,A
CTCF,IRAK2,Activation,1.0,A
SP1,TIMP2,Activation,1.0,A
TP53,IGFBP3,Activation,1.0,A
EGR1,HSD11B2,Repression,-1.0,A
DDIT3,CXCL8,Activation,1.0,A
REST,TUBB3,Repression,-1.0,A
CEBPB,SLC19A1,Activation,1.0,A
SP1,HNF4A,Activation,1.0,A
TP73,BBC3,Activation,1.0,A
MYCN,MDM2,Activation,1.0,A
ETS2,CGA,Activation,1.0,A
PPARA,SERPINE1,Activation,1.0,A
NFKB1,HSD11B2,Activation,1.0,A
SREBF1,HK2,Activation,1.0,A
ESR1,MACROD1,Activation,1.0,A
AR,CDKN1A,Activation,1.0,A
CEBPA,CES1,Activation,1.0,A
ELK1,DDIT4,Activation,1.0,A
HOXA5,PGR,Activation,1.0,A
TFAP2B,PTGDS,Activation,1.0,A
EGR1,VEGFA,Activation,1.0,A
E2F1,MT1G,Activation,1.0,A
TP53,TRIAP1,Activation,1.0,A
TP73,TERT,Repression,-1.0,A
PPARG,NR1D1,Activation,1.0,A
SP1,MACROD1,Activation,1.0,A
ESR1,EGF,Activation,1.0,A
E2F1,PPP1R13B,Activation,1.0,A
RELA,EBI3,Activation,1.0,A
NFKB1,EBI3,Activation,1.0,A
RELA,CXCL2,Activation,1.0,A
KLF2,THBD,Activation,1.0,A
KLF2,NOS3,Activation,1.0,A
STAT5A,BCL6,Repression,-1.0,A
SP3,KLK3,Activation,1.0,A
ETS1,BMP4,Activation,1.0,A
E2F3,TP53BP2,Activation,1.0,A
PPARG,ANGPTL4,Activation,1.0,A
STAT1,CSF1,Activation,1.0,A
HIF1A,HSP90B1,Activation,1.0,A
ELK1,SRF,Activation,1.0,A
NME2,MYC,Activation,1.0,A
MYC,NME2,Activation,1.0,A
STAT5A,IFNG,Activation,1.0,A
GLI2,BCL2,Activation,1.0,A
FOXL2,CYP19A1,Activation,1.0,A
FOS,FOSL1,Activation,1.0,A
IRF1,TP53,Activation,1.0,A
JUN,SPRR1A,Activation,1.0,A
SP1,CAV1,Activation,1.0,A
FOS,IL2,Activation,1.0,A
FOXO3,CCND2,Repression,-1.0,A
BCL6,CCND2,Repression,-1.0,A
WT1,NPHS1,Activation,1.0,A
RELA,MICA,Activation,1.0,A
TP53,BAK1,Activation,1.0,A
IRF8,IL12A,Activation,1.0,A
GATA3,ZEB1,Activation,1.0,A
JUN,STMN1,Activation,1.0,A
HIF1A,PFKFB4,Activation,1.0,A
FOXO3,BCL6,Activation,1.0,A
MITF,CDKN2A,Repression,-1.0,A
RELA,CCL11,Activation,1.0,A
SP3,TFF1,Activation,1.0,A
HNF1A,UGT1A1,Activation,1.0,A
RELA,EGR1,Repression,-1.0,A
EGR1,RELA,Repression,-1.0,A
NR5A1,HSD3B2,Activation,1.0,A
FOXO1,CCND2,Repression,-1.0,A
HIF1A,FURIN,Activation,1.0,A
FOXO3,SIRT1,Activation,1.0,A
VDR,CYP24A1,Activation,1.0,A
JUN,RELB,Activation,1.0,A
ESR1,TFF1,Activation,1.0,A
E2F1,TP53BP2,Activation,1.0,A
MYC,NPM1,Activation,1.0,A
JUN,IVL,Activation,1.0,A
TP53,NLRC4,Activation,1.0,A
TP53,PMAIP1,Activation,1.0,A
ETS1,CCND1,Activation,1.0,A
JUN,SMAD7,Activation,1.0,A
FOS,SMAD7,Activation,1.0,A
IRF1,DST,Repression,-1.0,A
POU5F1,SOX2,Activation,1.0,A
ETS1,HMOX1,Activation,1.0,A
PPARD,ANGPTL4,Activation,1.0,A
PPARA,ANGPTL4,Activation,1.0,A
FOS,IL12B,Activation,1.0,A
NFKB1,IL4,Activation,1.0,A
STAT3,PTGS2,Activation,1.0,A
JUND,NOS2,Activation,1.0,A
FOS,IL1B,Activation,1.0,A
FOS,CXCL8,Activation,1.0,A
ESR1,JUN,Activation,1.0,A
NFIC,CYP17A1,Activation,1.0,A
E2F1,BBC3,Activation,1.0,A
NR3C1,NR1I3,Activation,1.0,A
RELA,IL4,Activation,1.0,A
PPARG,PLIN2,Activation,1.0,A
USF2,CTSB,Activation,1.0,A
USF1,CTSB,Activation,1.0,A
PGR,VEGFA,Repression,-1.0,A
EGR1,GDF15,Activation,1.0,A
AR,NCOA2,Repression,-1.0,A
STAT4,IL2RA,Activation,1.0,A
TP53,ADA,Activation,1.0,A
NR5A1,CYP11B2,Repression,-1.0,A
SP3,MYCN,Activation,1.0,A
REL,IL1B,Activation,1.0,A
USF1,PIGR,Activation,1.0,A
TP53,CASP10,Activation,1.0,A
STAT5A,PIM1,Activation,1.0,A
SP1,EPO,Activation,1.0,A
SMAD3,EPO,Activation,1.0,A
HNF4A,EPO,Activation,1.0,A
RBPJ,HEY1,Activation,1.0,A
MITF,FOS,Activation,1.0,A
IRF1,TAP1,Activation,1.0,A
ETS1,TNC,Activation,1.0,A
MYB,ELANE,Activation,1.0,A
HIF1A,NR4A1,Activation,1.0,A
GATA2,GATA1,Activation,1.0,A
SP1,KLK3,Activation,1.0,A
ETV4,PTGS2,Activation,1.0,A
EGR1,PTGES,Activation,1.0,A
TP53,PML,Activation,1.0,A
CEBPA,SPP1,Activation,1.0,A
SP1,ALOX15B,Activation,1.0,A
PPARG,NR1H3,Activation,1.0,A
SP1,APP,Activation,1.0,A
TFAP2A,BACE1,Activation,1.0,A
EGR2,IGF2,Activation,1.0,A
CEBPD,C3,Activation,1.0,A
MITF,TRPM1,Activation,1.0,A
NFIC,SMUG1,Activation,1.0,A
TP53,TNFRSF10C,Activation,1.0,A
ETS2,ANPEP,Activation,1.0,A
HIF1A,PTGS2,Activation,1.0,A
TBP,MYC,Activation,1.0,A
STAT5A,BCL2,Activation,1.0,A
WT1,TERT,Repression,-1.0,A
CEBPA,AFP,Activation,1.0,A
JUND,FOSL1,Activation,1.0,A
JUN,FOSL1,Activation,1.0,A
CREB1,VIP,Activation,1.0,A
SP1,DCK,Activation,1.0,A
WT1,PDGFA,Repression,-1.0,A
SP1,F2R,Activation,1.0,A
NR2F1,LHCGR,Repression,-1.0,A
CEBPA,BCL2,Activation,1.0,A
RFX5,COL1A2,Repression,-1.0,A
CREB1,NPY,Activation,1.0,A
JUN,PLAT,Activation,1.0,A
SP1,KRT16,Activation,1.0,A
JUN,KRT16,Activation,1.0,A
ATF6,XBP1,Activation,1.0,A
FOS,NR3C1,Repression,-1.0,A
ESR2,TGFA,Activation,1.0,A
TFAP2A,EGFR,Activation,1.0,A
PPARA,PANK1,Activation,1.0,A
ESR1,SERPINB9,Activation,1.0,A
TP53,KAT2B,Activation,1.0,A
HIF1A,GCK,Activation,1.0,A
FLI1,TERT,Activation,1.0,A
HOXD3,ITGA5,Activation,1.0,A
STAT1,FAS,Activation,1.0,A
LEF1,ELANE,Activation,1.0,A
EGR1,PSEN2,Repression,-1.0,A
NFKB1,AR,Repression,-1.0,A
CREB1,HMOX1,Activation,1.0,A
RELA,NOS3,Activation,1.0,A
FOS,NOS2,Activation,1.0,A
SP1,CTSL,Activation,1.0,A
RUNX1,PRKCB,Activation,1.0,A
SP1,TNFRSF10B,Activation,1.0,A
GLI1,BCL2,Activation,1.0,A
SP3,NOS3,Activation,1.0,A
GATA4,NOS3,Activation,1.0,A
JUN,MAT2A,Activation,1.0,A
SOX10,RET,Activation,1.0,A
NFKB1,NOS3,Activation,1.0,A
NR4A1,E2F1,Activation,1.0,A
SP1,PCK1,Activation,1.0,A
MYC,HMOX1,Activation,1.0,A
SP3,SCT,Activation,1.0,A
MYCN,NES,Activation,1.0,A
SP3,KDR,Activation,1.0,A
FOXO3,FBXO32,Activation,1.0,A
SP3,CNMD,Activation,1.0,A
E2F4,PLK1,Repression,-1.0,A
MYBL1,DHRS2,Activation,1.0,A
MYB,DHRS2,Activation,1.0,A
TP53,SIVA1,Activation,1.0,A
SP1,SCT,Activation,1.0,A
TP53,COP1,Activation,1.0,A
MYC,EIF4E,Activation,1.0,A
ESR1,PELP1,Activation,1.0,A
GLI2,PTCH1,Activation,1.0,A
GLI1,PTCH1,Activation,1.0,A
NFKB1,IL2,Activation,1.0,A
FOS,NFATC1,Activation,1.0,A
FOS,ACP5,Activation,1.0,A
STAT3,CYP19A1,Activation,1.0,A
SP1,CYP19A1,Activation,1.0,A
LEF1,CD1D,Repression,-1.0,A
PPARG,BCL2,Activation,1.0,A
CEBPA,CPS1,Activation,1.0,A
SREBF1,NR0B2,Activation,1.0,A
USF2,PF4,Activation,1.0,A
USF1,PF4,Activation,1.0,A
USF2,THBS1,Activation,1.0,A
ETS1,NOS3,Activation,1.0,A
NFATC2,IL2,Activation,1.0,A
STAT3,IL21,Activation,1.0,A
TP53,S100B,Activation,1.0,A
HIF1A,CYGB,Activation,1.0,A
USF1,FMR1,Activation,1.0,A
ESR1,TAC3,Activation,1.0,A
NRF1,FMR1,Activation,1.0,A
EGR3,NAB2,Activation,1.0,A
ESR1,MTA3,Activation,1.0,A
HIF1A,EGLN3,Activation,1.0,A
EPAS1,EGLN3,Activation,1.0,A
RELA,SIRT1,Activation,1.0,A
CEBPA,NFYA,Activation,1.0,A
CTCF,IGF2,Repression,-1.0,A
AR,SCAP,Activation,1.0,A
GFI1,GFI1B,Activation,1.0,A
GLI2,GLI1,Activation,1.0,A
ATF4,VEGFA,Activation,1.0,A
VDR,CDKN1B,Activation,1.0,A
STAT1,CXCL8,Repression,-1.0,A
JUN,SPP1,Activation,1.0,A
SP1,CYP17A1,Activation,1.0,A
GATA6,CYP17A1,Activation,1.0,A
GATA4,CYP17A1,Activation,1.0,A
ETV4,WT1,Activation,1.0,A
HNF1A,APOH,Activation,1.0,A
MITF,BEST1,Activation,1.0,A
ETV4,TGFBR2,Activation,1.0,A
SPI1,TGFBR2,Activation,1.0,A
TFAP4,MDM2,Repression,-1.0,A
ESR1,ABCG2,Activation,1.0,A
CEBPB,ALB,Activation,1.0,A
MYBL2,MYC,Activation,1.0,A
MYC,MYBL2,Activation,1.0,A
STAT3,TRH,Activation,1.0,A
USF2,TGFB1,Activation,1.0,A
USF1,TGFB1,Activation,1.0,A
CREB1,ETV3,Activation,1.0,A
LEF1,CLDN2,Activation,1.0,A
PPARG,SAT1,Activation,1.0,A
SP1,NR3C1,Activation,1.0,A
TP53,SLC2A1,Repression,-1.0,A
RARA,CXCR5,Activation,1.0,A
SMAD3,TNC,Activation,1.0,A
TP53,HSP90AB1,Repression,-1.0,A
HIF1A,TIMP1,Activation,1.0,A
PAX6,GCK,Activation,1.0,A
ESR1,HOXA10,Activation,1.0,A
CEBPB,ABCB1,Activation,1.0,A
MYB,NR3C1,Activation,1.0,A
TP53,CHEK2,Repression,-1.0,A
PPARG,CDKN1A,Activation,1.0,A
ESR1,BMP6,Activation,1.0,A
SREBF1,LDLR,Activation,1.0,A
JUND,PLAUR,Activation,1.0,A
TP53,TP53AIP1,Activation,1.0,A
SP1,IVL,Activation,1.0,A
CREM,CCNA2,Repression,-1.0,A
NR4A1,CYP17A1,Activation,1.0,A
SP1,TGFA,Activation,1.0,A
TP53,PLK1,Repression,-1.0,A
RELA,GSTP1,Activation,1.0,A
ZNF148,MMP3,Activation,1.0,A
SMAD4,TNC,Activation,1.0,A
EPAS1,SERPINE1,Activation,1.0,A
SPI1,DAB2,Activation,1.0,A
TP53,HNF4A,Repression,-1.0,A
SP1,BSG,Activation,1.0,A
CREB1,PTGS2,Activation,1.0,A
GATA3,IL4,Activation,1.0,A
HIF1A,CP,Activation,1.0,A
SP1,CDKN1A,Activation,1.0,A
SP3,CYP3A7,Activation,1.0,A
TFAP2C,CSTA,Activation,1.0,A
TP53,DKK1,Activation,1.0,A
E2F4,E2F1,Repression,-1.0,A
ELF3,SPRR2A,Activation,1.0,A
CEBPB,TNF,Activation,1.0,A
MYB,RAG2,Activation,1.0,A
TP53,PPM1D,Activation,1.0,A
PRDM1,CIITA,Repression,-1.0,A
MYC,BAX,Activation,1.0,A
TP53,FAS,Activation,1.0,A
ATF1,TH,Activation,1.0,A
SREBF2,FDFT1,Activation,1.0,A
SP1,CXCL1,Activation,1.0,A
NFKB1,CFTR,Activation,1.0,A
PPARA,ACSL1,Activation,1.0,A
SP1,CYP3A4,Activation,1.0,A
ESR1,AVP,Activation,1.0,A
IRF1,HLA-G,Activation,1.0,A
YY1,CXCR4,Repression,-1.0,A
MITF,KIT,Activation,1.0,A
FOS,ERCC1,Activation,1.0,A
WT1,CDKN1A,Activation,1.0,A
MYF6,ACACB,Activation,1.0,A
CEBPA,PCK1,Activation,1.0,A
YY1,LDLR,Repression,-1.0,A
NFKB1,PTGS2,Activation,1.0,A
SP1,LDLR,Activation,1.0,A
TP73,CDKN1A,Activation,1.0,A
REL,IL2RA,Activation,1.0,A
SP1,TGFB1,Activation,1.0,A
ETS1,IL5,Activation,1.0,A
RELA,PTGS2,Activation,1.0,A
GATA3,IL5,Activation,1.0,A
USF1,HOXB4,Activation,1.0,A
ETS2,IL5,Activation,1.0,A
SP1,CYP3A7,Activation,1.0,A
USF2,HOXB4,Activation,1.0,A
SP1,VIM,Activation,1.0,A
JUN,OXTR,Activation,1.0,A
TP53,TP73,Activation,1.0,A
NFAT5,TNF,Activation,1.0,A
TP73,MDM2,Activation,1.0,A
RELA,VCAM1,Activation,1.0,A
SP1,AR,Activation,1.0,A
CREB1,TRH,Activation,1.0,A
JUN,IL1B,Activation,1.0,A
HIF1A,EPO,Activation,1.0,A
RELA,ICAM1,Activation,1.0,A
CREB1,CCND1,Activation,1.0,A
ESR1,TGFA,Activation,1.0,A
ETS1,ABCB1,Activation,1.0,A
STAT1,COL1A2,Activation,1.0,A
TFAP2A,DBH,Activation,1.0,A
NR1H3,APOE,Activation,1.0,A
NR1H3,ABCG1,Activation,1.0,A
STAT1,CD86,Activation,1.0,A
TP53,CHEK1,Repression,-1.0,A
NKX2-1,SFTPB,Activation,1.0,A
NEUROG3,NEUROD1,Activation,1.0,A
E2F4,DHFR,Repression,-1.0,A
SP1,GSTP1,Activation,1.0,A
TFDP1,DHFR,Activation,1.0,A
TFAP2A,TH,Activation,1.0,A
MYC,CXCR4,Activation,1.0,A
TP53,NOS2,Repression,-1.0,A
TP53,HRAS,Activation,1.0,A
RELA,CFTR,Activation,1.0,A
RELA,IL1B,Activation,1.0,A
ARNT,EPO,Activation,1.0,A
EGR2,FASLG,Repression,-1.0,A
MYC,CDC25A,Activation,1.0,A
SPI1,PTPRC,Activation,1.0,A
AHR,MYC,Activation,1.0,A
RELA,MYC,Activation,1.0,A
NFYA,SP3,Activation,1.0,A
TFDP1,CCNE1,Activation,1.0,A
SP3,CYP3A5,Activation,1.0,A
CREB1,PSEN1,Activation,1.0,A
CREB1,REN,Activation,1.0,A
SP1,TP53,Activation,1.0,A
NFE2L2,GCLC,Activation,1.0,A
GABPA,BRCA1,Activation,1.0,A
USF1,S100A6,Activation,1.0,A
TFAP2C,ERBB2,Activation,1.0,A
HIF1A,SLC2A1,Activation,1.0,A
STAT3,BCL6,Activation,1.0,A
MYB,MAT2A,Activation,1.0,A
USF1,CXCR4,Activation,1.0,A
SP3,ALPL,Activation,1.0,A
NR5A1,LHB,Activation,1.0,A
NFKB1,CRP,Activation,1.0,A
YY1,IL5,Activation,1.0,A
NFKB1,IL1B,Activation,1.0,A
POU2F1,IL5,Activation,1.0,A
JUN,NQO1,Activation,1.0,A
STAT3,SOCS3,Activation,1.0,A
STAT1,SOCS3,Activation,1.0,A
SP1,PLAU,Activation,1.0,A
NFE2L2,NQO1,Activation,1.0,A
RARA,PLAU,Activation,1.0,A
ZIC1,APOE,Activation,1.0,A
ZIC2,APOE,Activation,1.0,A
ATF2,PCK1,Activation,1.0,A
WT1,VDR,Activation,1.0,A
STAT5A,CSN2,Activation,1.0,A
FOXO1,IGFBP1,Activation,1.0,A
RELA,TP53,Activation,1.0,A
TP53,RELA,Activation,1.0,A
SP1,IL1A,Activation,1.0,A
FOXA1,SFTPB,Activation,1.0,A
AHR,CYP1A1,Activation,1.0,A
NFKB1,TP53,Activation,1.0,A
LEF1,MMP7,Activation,1.0,A
E2F4,CDK1,Activation,1.0,A
BMAL2,SERPINE1,Activation,1.0,A
TP53,TERT,Repression,-1.0,A
MYC,ODC1,Activation,1.0,A
SPI1,GATA1,Repression,-1.0,A
NR5A1,CYP19A1,Activation,1.0,A
MYC,BRCA1,Activation,1.0,A
SP1,ODC1,Activation,1.0,A
ESR1,KRT19,Activation,1.0,A
CEBPA,SP1,Activation,1.0,A
SPI1,BTK,Activation,1.0,A
RELA,CD40LG,Activation,1.0,A
EGR1,PDGFA,Activation,1.0,A
STAT6,IL4,Activation,1.0,A
SP1,SP3,Activation,1.0,A
SP3,BTK,Activation,1.0,A
EGR1,CDKN1A,Activation,1.0,A
ESR1,AKT1,Activation,1.0,A
ESR1,NOS3,Activation,1.0,A
SP1,BTK,Activation,1.0,A
SP1,POLB,Repression,-1.0,A
JUN,ABCB1,Repression,-1.0,A
SP1,COL1A2,Activation,1.0,A
HES1,ASCL1,Repression,-1.0,A
MYC,TP53,Activation,1.0,A
SP3,CDKN1A,Activation,1.0,A
TP53,BTG2,Activation,1.0,A
TP53,LITAF,Activation,1.0,A
RELA,NFKBIA,Activation,1.0,A
IRF1,IRF2,Activation,1.0,A
SP1,MMP9,Activation,1.0,A
IRF1,IFNA1,Activation,1.0,A
TP53,ING1,Activation,1.0,A
SOX9,MIA,Activation,1.0,A
TP53,PCNA,Activation,1.0,A
JUN,IL2,Activation,1.0,A
TBX2,CDKN2A,Repression,-1.0,A
SRF,FOS,Activation,1.0,A
EGR1,CCND1,Activation,1.0,A
NR5A1,STAR,Activation,1.0,A
CEBPB,STAR,Activation,1.0,A
LEF1,CCND1,Activation,1.0,A
WT1,EGFR,Repression,-1.0,A
JUN,TNF,Activation,1.0,A
ATF2,TNF,Activation,1.0,A
MYC,CDKN1A,Repression,-1.0,A
TP53,MYC,Repression,-1.0,A
STAT1,IFNB1,Repression,-1.0,A
EGR1,F3,Activation,1.0,A
SP1,IGFBP4,Activation,1.0,A
WT1,THBS1,Activation,1.0,A
E2F1,DHFR,Activation,1.0,A
ETS1,FLT1,Activation,1.0,A
RFX1,PCNA,Repression,-1.0,A
HNF1A,INS,Activation,1.0,A
HNF4A,HNF1A,Activation,1.0,A
REL,F3,Activation,1.0,A
HNF1A,HNF4A,Activation,1.0,A
ATF2,JUN,Activation,1.0,A
PDX1,INS,Activation,1.0,A
NFKB1,MMP9,Activation,1.0,A
RUNX2,MMP13,Activation,1.0,A
MEF2A,JUN,Activation,1.0,A
NFATC2,CSF2,Activation,1.0,A
JUN,CSF2,Activation,1.0,A
NFKB1,NFKBIA,Activation,1.0,A
HNF4A,SERPINA1,Activation,1.0,A
SRF,EGR1,Activation,1.0,A
RELA,MMP9,Activation,1.0,A
YBX1,MMP13,Repression,-1.0,A
ETV4,MMP7,Activation,1.0,A
STAT3,MCL1,Activation,1.0,A
SP1,CCND2,Activation,1.0,A
USF1,TOP3A,Activation,1.0,A
JUN,MMP9,Activation,1.0,A
SP3,UTRN,Activation,1.0,A
SP1,TGFBR2,Activation,1.0,A
JUN,CYP11A1,Activation,1.0,A
IRF1,TAP2,Activation,1.0,A
CREB1,IL2,Activation,1.0,A
JUN,NR3C1,Repression,-1.0,A
PPARA,UCP1,Activation,1.0,A
YY1,TOP3A,Activation,1.0,A
TFAP2A,KIT,Activation,1.0,A
SPI1,CYBB,Activation,1.0,A
TFAP2A,FAS,Activation,1.0,A
TFAP2A,F2R,Repression,-1.0,A
MITF,DCT,Activation,1.0,A
TP53,DNMT1,Repression,-1.0,A
WT1,AR,Repression,-1.0,A
USF1,APC,Activation,1.0,A
TP53,MAP4,Repression,-1.0,A
USF2,APC,Activation,1.0,A
ETV4,PLAUR,Repression,-1.0,A
SP1,CDK6,Repression,-1.0,A
NRL,RHO,Activation,1.0,A
MITF,CTSK,Activation,1.0,A
CEBPB,FOS,Activation,1.0,A
TP53,MSH2,Activation,1.0,A
SP1,TIMP1,Activation,1.0,A
ATF1,IL10,Activation,1.0,A
EPAS1,VEGFA,Activation,1.0,A
STAT1,IRF1,Activation,1.0,A
MITF,TYRP1,Activation,1.0,A
SP1,COL1A1,Repression,-1.0,A
EGR1,CD28,Activation,1.0,A
SMAD3,BGLAP,Activation,1.0,A
SP1,CD28,Activation,1.0,A
MYC,CEBPA,Repression,-1.0,A
STAT6,IRF1,Activation,1.0,A
CEBPA,LEP,Activation,1.0,A
TFAP2A,TAF7,Activation,1.0,A
SP1,CES1,Activation,1.0,A
TFAP2A,CDH1,Activation,1.0,A
MEF2C,JUN,Activation,1.0,A
JUND,IL6,Activation,1.0,A
PPARG,UCP1,Activation,1.0,A
CEBPA,MYC,Repression,-1.0,A
FOS,VEGFA,Activation,1.0,A
TP53,CDKN1B,Activation,1.0,A
MYB,CD4,Activation,1.0,A
MYC,CCND2,Activation,1.0,A
SRF,TAGLN,Activation,1.0,A
JUND,IVL,Activation,1.0,A
SP1,GJA1,Activation,1.0,A
SOX9,AMH,Activation,1.0,A
SRF,DMD,Activation,1.0,A
JUN,IL12B,Activation,1.0,A
CEBPB,IL12B,Activation,1.0,A
HIF1A,EDN1,Activation,1.0,A
