tf,target,mode,source_db,weight,confidence,tf_detection_rate,target_detection_rate,tf_mean_counts,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
NFKB1,BCL2,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.2813852278627349,0.6159069,0.47219273,0.15295179799713846,2.1908021606376797,3546
NFKB1,BCL2A1,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.3251279641948024,0.6159069,1.6689782,0.6878259739991714,2.580560023834052,3547
NFKB1,BCL2L1,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.0879862021216139,0.6159069,0.09948734,-0.013619816853571885,0.4675722637951288,3548
NFKB1,BCL2L11,Repression,TRRUST,,,0.3499851635717447,0.1381889666427718,0.6159069,0.17731598,0.02116380204293667,0.9148904671598505,3549
NFKB1,BCL3,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.1931950248509387,0.6159069,0.3501747,0.09841880533501887,1.405007124410522,3550
NFKB1,BIRC2,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.3038129620929131,0.6159069,0.4268566,0.13268991666190544,2.3906384421069333,3551
NFKB1,BIRC3,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.3656561410451465,0.6159069,0.76260644,0.2827451467047756,2.941675421108702,3552
NFKB1,BST1,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.2051259860042048,0.6159069,0.40230647,0.12171783278918533,1.5113147383118248,3553
NFKB1,BTG2,Unknown,TRRUST,,,0.3499851635717447,0.6603570633758604,0.6159069,2.1141677,0.8867925999703715,5.567528566135084,3554
NFKB1,CARD8,Unknown,TRRUST,,,0.3499851635717447,0.3910078880346616,0.6159069,0.55618185,0.19048869368917576,3.1675653302336766,3555
NFKB1,CARM1,Unknown,TRRUST,,,0.3499851635717447,0.0885425681857571,0.6159069,0.09944992,-0.013636540813018011,0.47252961366618523,3556
NFKB1,CASP3,Unknown,TRRUST,,,0.3499851635717447,0.1405627951831108,0.6159069,0.17454134,0.019923744137067968,0.9360418266096436,3557
NFKB1,CCL5,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.5062807546801764,0.6159069,5.4849777,2.393294196459016,4.194673141853123,3559
NFKB1,CCND2,Activation,DoRothEA_AB,1.0,A,0.3499851635717447,0.28315941742284,0.6159069,0.4242582,0.13152862494023732,2.206610598559862,3560
