run_dir,dataset,condition,edge_set,score_definition,metric,repeat,n_positive,n_negative,random_auprc_baseline,auroc,auprc,enrichment_at_5pct,positive_median,negative_median,median_difference,cliffs_delta
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,pearson,2,127,127,0.5,0.4435488870977742,0.4838273505885186,0.9230769230769232,0.0860086530447006,0.1017093583941459,-0.0157007053494453,-0.1129022258044516
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,spearman,2,127,127,0.5,0.4568789137578275,0.4926412609324527,0.9230769230769232,0.0742650404572486,0.0807831659913063,-0.0065181255340576,-0.0862421724843449
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,mutual_information,2,127,127,0.5,0.4551429102858205,0.4870037889430376,0.7692307692307693,0.0023716758005321,0.0030080801807343,-0.0006364043802022,-0.0897141794283589
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,coexpression_probability,2,127,127,0.5,0.4885299770599541,0.5066805677402673,1.0769230769230769,0.026814941316843,0.0264562126249074,0.0003587286919355,-0.0229400458800917
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,codetection_odds_ratio,2,127,127,0.5,0.4515469030938062,0.5173612303318672,1.5384615384615383,1.7404943704605105,1.754619836807251,-0.0141254663467407,-0.0969061938123876
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,pearson,3,127,127,0.5,0.4353648707297414,0.4835447626726298,0.9230769230769232,0.0860086530447006,0.1007846146821975,-0.0147759616374969,-0.1292702585405171
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,spearman,3,127,127,0.5,0.4444788889577779,0.489496402011234,0.9230769230769232,0.0742650404572486,0.0793730691075325,-0.0051080286502838,-0.1110422220844441
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,mutual_information,3,127,127,0.5,0.4437348874697749,0.4865289808808527,0.7692307692307693,0.0023716758005321,0.0030522618908435,-0.0006805860903114,-0.11253022506045
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,coexpression_probability,3,127,127,0.5,0.4780829561659124,0.5016756431133593,1.0769230769230769,0.026814941316843,0.0281601715832948,-0.0013452302664518,-0.0438340876681753
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,codetection_odds_ratio,3,127,127,0.5,0.4256928513857028,0.4987463570653266,1.3846153846153846,1.7404943704605105,1.8511050939559937,-0.1106107234954834,-0.1486142972285944
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,pearson,4,127,127,0.5,0.448508897017794,0.4831539694107879,0.9230769230769232,0.0860086530447006,0.0976388156414032,-0.0116301625967025,-0.1029822059644118
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,spearman,4,127,127,0.5,0.4598549197098394,0.4892623878952113,1.0769230769230769,0.0742650404572486,0.0795858800411224,-0.0053208395838737,-0.0802901605803211
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,mutual_information,4,127,127,0.5,0.4583049166098332,0.4853967825380024,0.7692307692307693,0.0023716758005321,0.002861792454496,-0.0004901166539639,-0.0833901667803335
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,coexpression_probability,4,127,127,0.5,0.4867629735259471,0.5048778328774433,1.0769230769230769,0.026814941316843,0.0276220794767141,-0.0008071381598711,-0.0264740529481058
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,codetection_odds_ratio,4,127,127,0.5,0.4517329034658069,0.5101084359078571,1.2307692307692308,1.7404943704605105,1.8267312049865725,-0.086236834526062,-0.0965341930683861
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,pearson,5,127,127,0.5,0.4581189162378324,0.5015820814477197,1.0769230769230769,0.0860086530447006,0.1002647057175636,-0.014256052672863,-0.083762167524335
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,spearman,5,127,127,0.5,0.4748589497178994,0.5144486171870676,1.0769230769230769,0.0742650404572486,0.0795858800411224,-0.0053208395838737,-0.0502821005642011
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,mutual_information,5,127,127,0.5,0.4715729431458862,0.5051752553964948,0.9230769230769232,0.0023716758005321,0.0030080801807343,-0.0006364043802022,-0.0568541137082274
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,coexpression_probability,5,127,127,0.5,0.4890569781139562,0.5068075252481672,1.0769230769230769,0.026814941316843,0.0264113713055849,0.0004035700112581,-0.0218860437720875
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,codetection_odds_ratio,5,127,127,0.5,0.4691549383098766,0.5281381489763941,1.5384615384615383,1.7404943704605105,1.7681702375411987,-0.0276758670806884,-0.0616901233802467
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,pearson,6,127,127,0.5,0.446028892057784,0.4857408132400103,0.9230769230769232,0.0860086530447006,0.0987040698528289,-0.0126954168081283,-0.1079422158844317
adult_tissue__adultcolon,ZJU_HCL_adult_tissue,AdultColon,trrust,formal_abs,spearman,6,127,127,0.5,0.4494388988777978,0.4871528335495142,0.9230769230769232,0.0742650404572486,0.0804371684789657,-0.006172128021717,-0.1011222022444044
