tf,target,mode,weight,confidence,tf_detection_rate,tf_mean_counts,target_detection_rate,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
MYC,CDK4,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.0830291970802919,0.2545620437956206,-0.05744912189560754,0.13795418152739297,283
MYC,CDK6,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.0729927007299269,0.2454379562043796,-0.06280661243305793,0.052285814226890444,284
MYC,CFLAR,Repression,-1.0,A,0.1149635036496349,0.572080291970803,0.4717153284671512,2.041058394160587,0.9915475253371697,3.4556564060741,286
MYC,DDX18,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.1322992700729926,0.4489051094890513,0.05666542655208465,0.5585079846389494,288
MYC,HDAC2,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.1085766423357663,0.3129562043795623,-0.023161182455925338,0.3560191164741256,289
MYC,HNRNPA1,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.3083941605839422,0.8804744525547463,0.3100747289734864,2.0615984290932223,291
MYC,HNRNPA2B1,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.8321167883211801,8.263686131386828,4.645356071878277,6.531929595501349,292
MYC,HSPA4,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.0903284671532845,0.238138686131387,-0.06709260486301814,0.20025844865503017,293
MYC,ID2,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.1322992700729926,0.5009124087591244,0.08720312261555158,0.5585079846389494,294
MYC,IER3,Repression,-1.0,A,0.1149635036496349,0.572080291970803,0.1806569343065699,0.8777372262773733,0.30846748181225087,0.9712737543595568,295
MYC,JUNB,Repression,-1.0,A,0.1149635036496349,0.572080291970803,0.3020072992700737,1.0821167883211702,0.42847526985113915,2.00708219535654,296
MYC,LDHA,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.4443430656934291,2.7208029197080243,1.3906805703772152,3.222015404345462,297
MYC,NDRG1,Repression,-1.0,A,0.1149635036496349,0.572080291970803,0.1478102189781023,0.4206204379562048,0.04005720588598872,0.6909045522851818,298
MYC,NOL7,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.2308394160583955,0.8330291970802929,0.28221577817874416,1.3996155908620749,299
MYC,ODC1,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.105839416058394,0.4735401459854019,0.07113065100320068,0.33265501630126104,300
MYC,PCNA,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.1979927007299279,0.6541970802919714,0.17720896364471742,1.1192463887876998,301
MYC,PMAIP1,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.1560218978102192,0.9589416058394168,0.35614914759555866,0.7609968528037755,302
MYC,PRDX3,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.2208029197080304,0.8895985401459867,0.3154322195109365,1.3139472235615712,303
MYC,SRSF1,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.2235401459854027,0.6551094890510957,0.17774471269846254,1.3373113237344358,304
MYC,ST3GAL1,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.1076642335766422,0.3111313868613139,-0.02423268056341552,0.34823108308317074,305
MYC,TFRC,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.0802919708029196,0.3129562043795623,-0.023161182455925338,0.11459008135452838,306
MYC,TP53,Activation,1.0,A,0.1149635036496349,0.572080291970803,0.226277372262775,0.6961678832116801,0.20185342011698934,1.3606754239073005,307
NCOA3,BCL2,Activation,1.0,A,0.2417883211678847,0.936131386861316,0.094890510948905,0.354014598540146,0.0009475249626010331,0.23919861560980438,308
NFAT5,TNF,Activation,1.0,A,0.1779197080291976,0.7025547445255481,0.1277372262773721,0.9124087591240886,0.3288259458545621,0.519567817684175,309
NFATC1,ICAM1,Activation,1.0,A,0.0903284671532845,0.2600364963503652,0.1861313868613145,1.0264598540145995,0.39579457757269126,1.0180019547052859,310
NFE2L2,GCLC,Activation,1.0,A,0.3412408759124088,1.6386861313868637,0.1341240875912408,0.7883211678832119,0.2559640745452371,0.574084051420859,311
NFE2L2,MTHFR,Activation,1.0,A,0.3412408759124088,1.6386861313868637,0.08485401459854,0.2080291970802921,-0.08477232363660425,0.15353024830930184,312
NFIC,ALAS1,Activation,1.0,A,0.0793795620437955,0.1916058394160585,0.1441605839416059,0.4343065693430658,0.04809344169216402,0.6597524187213626,313
NFIC,GTF3C1,Activation,1.0,A,0.0793795620437955,0.1916058394160585,0.0994525547445254,0.3248175182481755,-0.016196444757239855,0.27813878256457786,314
NFIC,GTF3C2,Activation,1.0,A,0.0793795620437955,0.1916058394160585,0.2025547445255484,1.0228102189781034,0.39365158135771133,1.1581865557424742,315
NFIC,HMGB1,Activation,1.0,A,0.0793795620437955,0.1916058394160585,0.3038321167883219,0.9333941605839432,0.34114817409069825,2.0226582621384495,316
NFIC,ITGA5,Repression,-1.0,A,0.0793795620437955,0.1916058394160585,0.2089416058394171,0.6879562043795636,0.19703167863328422,1.2127027894791582,317
NFIC,JUN,Activation,1.0,A,0.0793795620437955,0.1916058394160585,0.1350364963503649,0.5656934306569349,0.12524130543144915,0.581872084811814,318
NFIC,POLD2,Activation,1.0,A,0.0793795620437955,0.1916058394160585,0.0547445255474452,0.1249999999999999,-0.13352548752740245,-0.10347485359220417,319
NFKB1,ABCB1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1140510948905108,0.5218978102189784,0.09952535085168737,0.4027473168198538,320
NFKB1,AGER,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.0903284671532845,0.321167883211679,-0.018339440972220084,0.20025844865503017,321
NFKB1,AKT1,Repression,-1.0,A,0.4333941605839402,2.565693430656928,0.1824817518248181,0.5191605839416065,0.09791810369045247,0.9868498211414665,322
NFKB1,ALOX5AP,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2007299270073002,0.984489051094892,0.37115012110042006,1.1426104889605644,323
NFKB1,ATF3,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1386861313868613,0.8193430656934314,0.2741795423725686,0.6130242183756334,324
NFKB1,BCL2,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.094890510948905,0.354014598540146,0.0009475249626010331,0.23919861560980438,326
NFKB1,BCL2A1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1551094890510951,1.1578467153284686,0.47294244131197644,0.7532088194128207,327
NFKB1,BCL3,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2107664233576653,0.6131386861313874,0.1531002562261909,1.2282788562610678,328
NFKB1,BIRC2,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2983576642335774,1.1651459854014623,0.47722843374193724,1.9759300617927213,329
NFKB1,BIRC3,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.494525547445253,2.7198905109489027,1.3901448213234715,3.6503572408479656,330
NFKB1,CCL3,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1012773722627736,1.3886861313868624,0.6084869519094697,0.29371484934648756,332
NFKB1,CCND2,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.3020072992700737,2.16058394160584,1.0617306513777676,2.00708219535654,335
NFKB1,CCR7,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.3631386861313866,3.2125912408759043,1.6794493103457864,2.5288804325505003,336
NFKB1,CD40,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2153284671532858,1.6989051094890528,0.7906416301827814,1.2672190232158422,337
NFKB1,CD58,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1468978102189782,0.4671532846715331,0.06738040762698534,0.6831165188942269,338
NFKB1,CD69,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2390510948905124,2.206204379562044,1.0885181040650191,1.4697078913806685,339
NFKB1,CD83,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1833941605839422,2.885036496350362,1.4871154000513223,0.9946378545324214,341
NFKB1,CD86,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.0994525547445254,0.4215328467153286,0.040592954939733576,0.27813878256457786,342
NFKB1,CDK4,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.0830291970802919,0.2545620437956206,-0.05744912189560754,0.13795418152739297,343
NFKB1,CFLAR,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.4717153284671512,2.041058394160587,0.9915475253371697,3.4556564060741,344
NFKB1,CSNK2A1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.0702554744525546,0.1660583941605839,-0.1094167801088759,0.02892171405402586,345
NFKB1,CTCF,Repression,-1.0,A,0.4333941605839402,2.565693430656928,0.135948905109489,0.3759124087591245,0.013805502252482083,0.5896601182027689,346
NFKB1,CXCL8,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1177007299270071,1.8914233576642348,0.9036846805229832,0.43389945038367245,349
NFKB1,ERAP1,Activation,0.5,B,0.4333941605839402,2.565693430656928,0.1332116788321167,0.3667883211678834,0.008448011715031607,0.5662960180299043,350
NFKB1,FAS,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.154197080291971,0.5885036496350372,0.13863503177507505,0.7454207860218658,351
NFKB1,GATA3,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1642335766423361,0.6541970802919709,0.1772089636447171,0.8310891533223692,352
NFKB1,GSTP1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2700729927007312,1.2709854014598558,0.5393753239763608,1.7345010266731287,353
NFKB1,HDAC7,Activation,0.5,B,0.4333941605839402,2.565693430656928,0.1614963503649638,0.602189781021898,0.14667126758125026,0.8077250531495047,354
NFKB1,HIF1A,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.3211678832116793,1.19616788321168,0.49544390156926765,2.1706308965665877,355
NFKB1,ICAM1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1861313868613145,1.0264598540145995,0.39579457757269126,1.0180019547052859,357
NFKB1,IER3,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1806569343065699,0.8777372262773733,0.30846748181225087,0.9712737543595568,358
NFKB1,IL1RN,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1067518248175181,1.091240875912409,0.43383276038858826,0.3404430496922159,359
NFKB1,IL23A,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.073905109489051,0.3439781021897812,-0.004945714628594239,0.0600738476178453,360
NFKB1,IRF1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.6295620437956236,4.838503649635017,2.6341541241194295,4.802986182709318,361
NFKB1,IRF4,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1204379562043794,0.6751824817518254,0.18953119188085316,0.457263550556537,362
NFKB1,IRF7,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.4489051094890494,2.706204379562042,1.3821085855172963,3.2609555713002343,363
NFKB1,JUNB,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.3020072992700737,1.0821167883211702,0.42847526985113915,2.00708219535654,364
NFKB1,KDM2A,Activation,0.5,B,0.4333941605839402,2.565693430656928,0.2819343065693441,0.9917883211678852,0.3754361135303806,1.8357454607555381,365
NFKB1,MAT2A,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1669708029197084,0.543795620437957,0.11238332814156848,0.8544532534952338,366
NFKB1,MICA,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.0501824817518247,0.166970802919708,-0.10888103105513086,-0.14241502054697847,367
NFKB1,MYC,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1149635036496349,0.572080291970803,0.12899154880766409,0.41053535021080867,368
NFKB1,NCOR2,Activation,0.5,B,0.4333941605839402,2.565693430656928,0.135948905109489,0.3658759124087595,0.00791226266128668,0.5896601182027689,369
NFKB1,NFKBIA,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.5930656934306585,6.1633211678831925,3.4120617501572177,4.491464847071113,370
NFKB1,NOD2,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.105839416058394,0.5976277372262777,0.14399252231252518,0.33265501630126104,371
