tf,target,mode,pearson,spearman,mutual_information,coexpression_probability,codetection_odds_ratio
ATF2,IMPDH2,Unknown,-0.00877404399216175,0.01020906213670969,0.0007923601,0.019664790481328964,1.2068250179290771
ATF2,JUN,Unknown,0.015209376811981201,0.021642975509166718,0.00026093956,0.005748169496655464,1.4160677194595337
ATF2,PCK2,Unknown,-0.00040250419988296926,0.012873058207333088,0.0001452732,0.0041144792921841145,1.3542687892913818
ATF2,RELA,Unknown,0.01737326569855213,0.02962307445704937,0.00048098297,0.00895504280924797,1.474910855293274
ATF4,ATG5,Unknown,0.033300623297691345,0.04574530944228172,0.0032085385,0.043141525238752365,1.5480971336364746
ATF4,CEBPB,Unknown,0.10461742430925369,0.11227001249790192,0.024318736,0.16911719739437103,1.8810131549835205
ATF4,DDIT3,Unknown,0.012373764999210835,0.018584854900836945,0.00072393025,0.029769469052553177,1.2704039812088013
ATF4,DDIT4,Unknown,0.09913961589336395,0.11067039519548416,0.018563796,0.1210746020078659,1.9604277610778809
ATF4,HSPA5,Unknown,0.05753517150878906,0.07314859330654144,0.020049827,0.10988079756498337,1.7465109825134277
ATF4,IRF7,Unknown,0.012382617220282555,0.02022702991962433,0.0015653013,0.05409330129623413,1.2685235738754272
ATF4,MAP1LC3B,Unknown,0.04041552171111107,0.05161489546298981,0.01990488,0.11393477022647858,1.4747672080993652
ATF4,MCL1,Unknown,0.020779242739081383,0.03195759281516075,0.021461764,0.11236158758401871,1.3853471279144287
ATF4,SIGMAR1,Unknown,0.0320267528295517,0.05137389153242111,0.0041336585,0.03793792054057121,1.7324981689453125
ATF4,SIRT2,Unknown,0.008084846660494804,0.02070661447942257,0.0016403677,0.03315786272287369,1.33014976978302
ATF6,DDIT3,Unknown,-0.002378988079726696,0.004890145733952522,1.0330614e-05,0.004538028500974178,1.0820398330688477
ATF6,DNAJC3,Unknown,0.009192997589707375,0.028320223093032837,0.0004317589,0.008713015355169773,1.4475489854812622
ATF6,HSPA5,Unknown,0.02706041932106018,0.050377361476421356,0.0019826342,0.019906818866729736,1.6565829515457153
ATF6,NUCB1,Unknown,0.0026369921397417784,0.01767723448574543,0.0013670385,0.01573183201253414,1.288803219795227
ATF6,RTN3,Unknown,0.0010251865023747087,0.010275718756020069,3.6612044e-05,0.006292732898145914,1.1312930583953857
ATF6,XBP1,Unknown,0.0015537416329607368,0.015584094449877739,0.0022153114,0.027409693226218224,1.33930242061615
ATM,BAX,Unknown,-0.028360333293676376,-0.022323884069919586,0.009065421,0.0727899819612503,0.9717603921890259
ATM,BCL2,Unknown,-0.041571587324142456,-0.0419812947511673,0.001856548,0.02039087563753128,0.7520360350608826
ATM,CFLAR,Unknown,-0.04580331966280937,-0.040640752762556076,0.0059767454,0.03836146742105484,0.8344762325286865
ATM,FAS,Unknown,-0.06626614183187485,-0.06229005753993988,0.004337026,0.018031099811196327,0.632735013961792
ATM,MCL1,Unknown,0.01937073841691017,0.02317671664059162,0.006551232,0.05106794834136963,1.2057126760482788
ATM,PCNA,Unknown,-0.007118762470781803,-0.0017451758030802011,0.0006591705,0.015429297462105751,1.034749150276184
ATM,PMAIP1,Unknown,-0.1144396960735321,-0.11424089968204498,0.0106817065,0.025594482198357582,0.47213292121887207
ATM,TERF1,Unknown,0.006599329877644777,0.013473305851221085,0.0007013341,0.022629637271165848,1.1783558130264282
BATF,CD2,Unknown,0.05073166266083717,0.050167981535196304,0.020833857,0.2327101081609726,1.4160388708114624
BCL3,CTCF,Unknown,0.005080982111394405,0.019891813397407532,0.00032209256,0.009318085387349129,1.358963131904602
BCL3,NFKB1,Unknown,0.020387355238199234,0.03823895379900932,0.0010618522,0.012161917053163052,1.6596111059188843
BCL3,RELA,Unknown,0.013615555129945278,0.029111221432685852,0.00063272915,0.012888001278042793,1.4554252624511719
BDP1,MYC,Unknown,0.015640290454030037,0.040085673332214355,0.0056099626,0.04550129920244217,1.4143435955047607
BDP1,RB1,Unknown,0.00023638666607439518,0.012923602014780045,0.00045479438,0.0106492405757308,1.2134438753128052
BDP1,TP53,Unknown,0.029766447842121124,0.039565008133649826,0.0017155402,0.021540509536862373,1.4840298891067505
