run_dir,dataset,condition,edge_set,score_definition,metric,n_repeats,n_positive_mean,n_negative_mean,random_auprc_baseline,auroc_mean,auroc_sd,auprc_mean,auprc_sd,enrichment_at_5pct_mean,enrichment_at_5pct_sd,median_difference_mean,median_difference_sd,cliffs_delta_mean,cliffs_delta_sd,positive_median_mean,negative_median_mean,auroc_ci95_low,auroc_ci95_high,auprc_ci95_low,auprc_ci95_high,enrichment_at_5pct_ci95_low,enrichment_at_5pct_ci95_high,median_difference_ci95_low,median_difference_ci95_high,cliffs_delta_ci95_low,cliffs_delta_ci95_high
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,pearson,10,242.0,242.0,0.5,0.5326856089064955,0.0050883534685767,0.5308936795910346,0.0053075409295684,1.216,0.0337309617084627,0.0046009492129087,0.0010320560444741,0.0653712178129909,0.0101767069371534,0.0446187835186719,0.0400178343057632,0.5290456201128214,0.5363255977001696,0.5270968935334419,0.5346904656486273,1.1918703235974293,1.2401296764025709,0.003862660794164,0.0053392376316534,0.0580912402256427,0.0726511954003391
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_intersection,formal_abs,spearman,10,242.0,242.0,0.5,0.5380814152038795,0.0071012818406955,0.5289818000129412,0.006096796529626,1.024,0.1239354670786373,0.0040416995063424,0.0009458287728903,0.076162830407759,0.014202563681391,0.0387053005397319,0.0346636010333895,0.5330014641980224,0.5431613662097367,0.5246204145112855,0.5333431855145968,0.9353419077328392,1.112658092267161,0.0033650943618066,0.0047183046508781,0.0660029283960448,0.0863227324194732
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,codetection_odds_ratio,10,1073.0,1073.0,0.5,0.5454205096892374,0.004358957316132,0.5520368251536588,0.0042363273876364,1.2907407407407407,0.0360464230139664,0.0250483036041259,0.0039598837560007,0.0908410193784748,0.008717914632264,1.297701716423035,1.2726534128189086,0.5423022994703899,0.5485387199080849,0.549006339101037,0.5550673112062806,1.264954683102812,1.3165267983786697,0.0222155734125014,0.0278810337957505,0.0846045989407797,0.0970774398161698
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,coexpression_probability,10,1073.0,1073.0,0.5,0.5064898478193463,0.0005974776103297,0.5072342310127882,0.0003799539803652,1.0333333333333334,0.011712139482105,0.0001177076250314,0.0002788080505674,0.0129796956386923,0.0011949552206594,0.0296887252479791,0.0295710176229476,0.5060624380846448,0.5069172575540477,0.5069624283089897,0.5075060337165866,1.0249549734713297,1.0417116931953372,-8.173963937712915e-05,0.00031715488944,0.0121248761692894,0.0138345151080951
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,mutual_information,10,1073.0,1073.0,0.5,0.5282933896392776,0.0028912807400767,0.5384223077648728,0.0029433885086861,1.251851851851852,0.0503001204628724,0.000106137804687,1.1005405850881069e-05,0.0565867792785554,0.0057825614801535,0.0007113245665095,0.0006051867618225,0.526225091994816,0.5303616872837392,0.5363167344682827,0.5405278810614629,1.21586931330849,1.287834390395214,9.826501160878455e-05,0.0001140105977652,0.0524501839896322,0.0607233745674786
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,pearson,10,1073.0,1073.0,0.5,0.5297846228141565,0.0032066060864525,0.5392674686491524,0.0034209345237842,1.2907407407407407,0.0494212812376495,0.0035463158041238,0.0005929059597531,0.059569245628313,0.0064132121729051,0.0433119423687458,0.0397656265646219,0.5274907550055431,0.5320784906227699,0.5368202795127518,0.541714657785553,1.255386885906364,1.3260945955751176,0.003122176431234,0.0039704551770137,0.0549815100110862,0.0641569812455398
adult_celltype__endothelial_cell,ZJU_HCL_adult_celltype,Endothelial cell,trrust_dorothea_union,formal_abs,spearman,10,1073.0,1073.0,0.5,0.5355955595663794,0.0035389119368414,0.5422988045947443,0.0036516101292874,1.2351851851851852,0.0486441686539395,0.0037028592079877,0.0003849790769494,0.0711911191327587,0.007077823873683,0.0372420698404312,0.0335392106324434,0.5330639744728018,0.5381271446599569,0.5396866000709122,0.5449110091185765,1.200387243204268,1.2699831271661024,0.0034274617666447,0.0039782566493308,0.0661279489456036,0.0762542893199138
adult_celltype__enterocyte,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,formal_abs,codetection_odds_ratio,10,168.0,168.0,0.5,0.5268087443310657,0.0156141859017229,0.554396754861866,0.0112042423155555,1.3294117647058823,0.1668395873426089,0.007936668395996,0.0236496599152971,0.0536174886621315,0.0312283718034459,1.90141361951828,1.893476951122284,0.5156390286154409,0.5379784600466906,0.5463817227454673,0.5624117869782648,1.2100619137140698,1.4487616156976952,-0.0089812791478414,0.0248546159398336,0.0312780572308818,0.0759569200933811
adult_celltype__enterocyte,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,formal_abs,coexpression_probability,10,168.0,168.0,0.5,0.5101757369614512,0.003621581386935,0.5112829334447763,0.0034806400771451,0.9764705882352942,0.0568289284164291,0.0007960311137139,0.0009485372746177,0.0203514739229024,0.00724316277387,0.0201315181329846,0.0193354870192706,0.507585013705838,0.5127664602170645,0.5087930335284552,0.5137728333610974,0.9358176218347172,1.0171235546358712,0.0001174884237627,0.0014745738036652,0.0151700274116759,0.0255329204341289
adult_celltype__enterocyte,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,formal_abs,mutual_information,10,168.0,168.0,0.5,0.5158889597505668,0.0129985352595016,0.5279278801433968,0.0110742390961712,1.3294117647058823,0.1246294006436918,0.0002629814203828,0.0002264711549901,0.0317779195011337,0.0259970705190032,0.0028142938390374,0.0025513124186545,0.5065903677854143,0.5251875517157193,0.5200058467277807,0.5358499135590128,1.2402572622706876,1.4185662671410777,0.0001009737156615,0.0004249891251041,0.0131807355708287,0.0503751034314388
adult_celltype__enterocyte,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,formal_abs,pearson,10,168.0,168.0,0.5,0.5105052437641724,0.0139274322251521,0.5336484218429491,0.0110409638541871,1.3294117647058823,0.0794057126718297,0.0072667494416236,0.0061145189481945,0.0210104875283446,0.0278548644503043,0.095825333148241,0.0885585837066173,0.5005421589397234,0.5204683285886214,0.5257501921014837,0.5415466515844146,1.2726083397740036,1.3862151896377617,0.0028926860854548,0.0116408127977924,0.0010843178794466,0.0409366571772426
adult_celltype__enterocyte,ZJU_HCL_adult_celltype,Enterocyte,dorothea_ab,formal_abs,spearman,10,168.0,168.0,0.5,0.5189342403628118,0.0141565029507959,0.533998890675765,0.0132487106390995,1.4,0.1169916383543238,0.0080772552639246,0.0028723555375865,0.0378684807256235,0.0283130059015917,0.0839751884341239,0.0758979331701994,0.508807288212822,0.5290611925128016,0.5245213340251178,0.5434764473264122,1.3163092235645286,1.4836907764354712,0.0060224958937609,0.0101320146340882,0.0176145764256439,0.0581223850256031
adult_celltype__enterocyte,ZJU_HCL_adult_celltype,Enterocyte,trrust,formal_abs,codetection_odds_ratio,10,154.0,154.0,0.5,0.5378605161072694,0.0131400372870044,0.5532054937336592,0.0108531623497371,1.4,0.1419115530493866,0.0682919800281524,0.0317114416938076,0.0757210322145387,0.0262800745740089,1.8907876014709477,1.8224956214427948,0.5284606996895364,0.5472603325250024,0.5454416090953503,0.5609693783719681,1.2984825904916664,1.5015174095083337,0.0456069812147748,0.0909769788415301,0.0569213993790727,0.0945206650500046
adult_celltype__enterocyte,ZJU_HCL_adult_celltype,Enterocyte,trrust,formal_abs,coexpression_probability,10,154.0,154.0,0.5,0.5193055321302075,0.0047534152200915,0.5192827367303043,0.0023625121045106,0.9375,0.0658807845868412,0.0006922015920281,0.0005684411425538,0.0386110642604149,0.0095068304401832,0.0190355330705642,0.0183433314785361,0.5159051437256549,0.5227059205347601,0.5175926973809462,0.5209727760796625,0.8903717257762294,0.9846282742237706,0.0002855632950746,0.0010988398889816,0.0318102874513097,0.0454118410695201
