analysis_group,dataset,condition,edge_set,metric,top_level,collection,pathway,repeats_tested,repeats_with_overlap,repeats_fdr_lt_0_05,median_selected_targets,median_overlap_genes,median_fold_enrichment,best_bh_fdr
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Kras Signaling Up,10,10,10,87.0,6.0,3.6571019226631725,0.011009862860752657
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Mitotic Spindle,10,10,0,87.0,2.0,1.482606188737267,0.5515282554650787
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Mtorc1 Signaling,10,10,10,87.0,9.0,3.3830645213264994,0.003905377979622406
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Myc Targets V1,10,10,0,87.0,4.0,1.5251231527093596,0.4111473346011652
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Myc Targets V2,10,0,0,87.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Myogenesis,10,10,0,87.0,3.0,2.8766963790019124,0.16653355601060346
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Notch Signaling,10,0,0,87.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Oxidative Phosphorylation,10,10,0,87.0,4.0,1.8628254981767562,0.2467830330252012
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,P53 Pathway,10,10,9,87.0,7.0,2.6982730531117625,0.028844340467950307
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Pancreas Beta Cells,10,0,0,87.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Peroxisome,10,10,0,87.0,1.0,1.1733225108225107,0.6769044749651615
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,87.0,2.0,1.3729246487867177,0.6066794852602454
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Protein Secretion,10,10,0,87.0,1.0,0.940473044397463,0.7704757012859499
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Reactive Oxygen Species Pathway,10,0,0,87.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Spermatogenesis,10,0,0,87.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Tgf Beta Signaling,10,10,0,87.0,3.0,2.913722570532915,0.1598361511990608
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Tnfa Signaling Via Nfkb,10,10,10,87.0,16.0,4.301977812524864,1.8188518940593997e-06
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Unfolded Protein Response,10,10,10,87.0,5.0,4.640515734265735,0.00825091289877939
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Uv Response Dn,10,10,0,87.0,4.0,2.572389118499784,0.13098564582617261
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Uv Response Up,10,10,0,87.0,5.0,2.667087857586358,0.08696822759988752
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Wnt Beta Catenin Signaling,10,0,0,87.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,coexpression_probability,top_5pct,Hallmark,Xenobiotic Metabolism,10,10,0,87.0,1.0,0.6748855912849497,0.9075688963403555
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Adipogenesis,10,10,0,52.0,1.0,0.8323492415834258,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Allograft Rejection,10,10,10,52.0,11.0,5.250095793034195,4.548508064596989e-05
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Androgen Response,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Angiogenesis,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Apical Junction,10,10,0,52.0,1.0,1.3161117277099519,0.9367568310586067
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Apical Surface,10,10,0,52.0,2.0,8.00943396226415,0.0944724362432117
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Apoptosis,10,10,1,52.0,5.0,2.7187028657616894,0.04380921167693164
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Bile Acid Metabolism,10,10,0,52.0,1.0,2.602328431372549,0.6095260670026342
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Cholesterol Homeostasis,10,10,0,52.0,1.0,1.8371096965895015,0.7704208778585608
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Coagulation,10,10,0,52.0,2.0,4.976148506017279,0.1730901492777245
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Complement,10,10,10,52.0,8.0,5.190127180459463,0.0002218547991025736
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Dna Repair,10,10,0,52.0,1.0,1.1512188103753032,0.9367568310586067
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,E2F Targets,10,10,0,52.0,2.0,1.8760201774630187,0.5811526124598885
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Epithelial Mesenchymal Transition,10,10,0,52.0,3.0,4.6072629019354885,0.0967771780274202
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Estrogen Response Early,10,10,0,52.0,1.0,1.0169829020496302,0.9367568310586067
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Estrogen Response Late,10,10,0,52.0,1.0,1.1387905901779374,0.9367568310586067
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Fatty Acid Metabolism,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,G2M Checkpoint,10,10,0,52.0,2.0,1.4556859558845656,0.7298105611426046
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Glycolysis,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Hedgehog Signaling,10,10,0,52.0,1.0,4.623638344226579,0.4906061600802908
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Heme Metabolism,10,10,0,52.0,2.0,2.080637254901961,0.5661608743433784
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Hypoxia,10,10,10,52.0,7.0,4.208700372465343,0.006724271923951082
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Il2 Stat5 Signaling,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Il6 Jak Stat3 Signaling,10,10,10,52.0,6.0,7.566098695052635,0.0009279303040334395
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Inflammatory Response,10,10,10,52.0,11.0,6.8040803490446695,3.5941238445180196e-06
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Interferon Alpha Response,10,4,0,52.0,0.0,0.0,0.9967543904952649
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Interferon Gamma Response,10,10,10,52.0,8.0,3.6634152364489445,0.0017420565935574006
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Kras Signaling Dn,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Kras Signaling Up,10,10,10,52.0,5.0,5.141050932568149,0.008212387706803263
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Mitotic Spindle,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Mtorc1 Signaling,10,10,0,52.0,3.0,1.8578417780473542,0.5457455419902626
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Myc Targets V1,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Myc Targets V2,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Myogenesis,10,10,0,52.0,3.0,4.832013574660634,0.08284489910925619
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Notch Signaling,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Oxidative Phosphorylation,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,P53 Pathway,10,10,10,52.0,6.0,4.030322511518269,0.0031578192942315585
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Pancreas Beta Cells,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Peroxisome,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,52.0,2.0,2.2757242536654303,0.5457455419902626
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Protein Secretion,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Reactive Oxygen Species Pathway,10,10,0,52.0,1.0,2.086632037277519,0.7086567143855801
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Spermatogenesis,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Tgf Beta Signaling,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Tnfa Signaling Via Nfkb,10,10,10,52.0,9.0,3.9852507488497046,0.0019021946678558334
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Unfolded Protein Response,10,0,0,52.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Uv Response Dn,10,10,0,52.0,2.0,2.1475615887380597,0.5661608743433784
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Uv Response Up,10,10,0,52.0,3.0,2.688679245283019,0.29480424236199065
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Wnt Beta Catenin Signaling,10,10,0,52.0,1.0,3.056999142182272,0.620903221983826
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_100,Hallmark,Xenobiotic Metabolism,10,10,0,52.0,1.0,1.1131274131274131,0.9367568310586067
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Adipogenesis,10,10,0,133.0,6.0,1.942838589981447,0.13852224062937318
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Allograft Rejection,10,10,10,133.0,22.0,4.3708126036484245,9.831840250926343e-09
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Androgen Response,10,10,0,133.0,1.0,0.7017085698435812,0.907957504967334
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Angiogenesis,10,10,0,133.0,2.0,6.440601503759399,0.06386959372556807
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Apical Junction,10,10,0,133.0,3.0,1.526759530791789,0.5025035235589888
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Apical Surface,10,10,10,133.0,4.0,6.372954774997194,0.00616145178132595
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Apoptosis,10,10,10,133.0,25.0,5.113029609597115,1.2128531261022912e-11
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Bile Acid Metabolism,10,10,0,133.0,2.0,2.013257575757576,0.11338042764495118
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Cholesterol Homeostasis,10,10,0,133.0,2.0,1.4538670284938942,0.5778931672893863
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Coagulation,10,10,0,133.0,3.0,2.918398938522777,0.14875321369033362
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Complement,10,10,10,133.0,19.0,4.831142806889075,9.831840250926343e-09
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Dna Repair,10,10,0,133.0,1.0,0.4417874396135266,0.9842110966767637
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,E2F Targets,10,10,0,133.0,3.0,1.116886142537778,0.6863330083670919
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Epithelial Mesenchymal Transition,10,10,10,133.0,7.0,4.181338236162798,9.743405432331726e-05
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Estrogen Response Early,10,10,0,133.0,2.0,0.8041867009659625,0.7054296760082511
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Estrogen Response Late,10,10,0,133.0,2.0,0.9007936507936507,0.6614738900753097
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Fatty Acid Metabolism,10,10,0,133.0,2.0,0.9401465849497694,0.8041776316246148
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,G2M Checkpoint,10,10,0,133.0,4.0,1.1307215406938398,0.6689820913406184
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Glycolysis,10,10,1,133.0,6.0,2.2467214547997902,0.04294485945504952
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Hedgehog Signaling,10,10,0,133.0,2.0,3.5732323232323235,0.14952764593593715
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Heme Metabolism,10,10,0,133.0,3.0,1.2076127819548872,0.6586952033732252
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Hypoxia,10,10,10,133.0,18.0,4.233746617739723,3.000684135602519e-07
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Il2 Stat5 Signaling,10,10,0,133.0,8.0,1.84038172590079,0.05696671312919878
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Il6 Jak Stat3 Signaling,10,10,10,133.0,11.0,5.441599523104436,4.077511533453619e-06
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Inflammatory Response,10,10,10,133.0,16.0,4.04632049206171,2.254373216489531e-06
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Interferon Alpha Response,10,10,7,133.0,7.0,2.7451344049968385,0.02098621097461126
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Interferon Gamma Response,10,10,10,133.0,21.0,3.789661319073084,1.281554524281763e-07
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Kras Signaling Dn,10,0,0,133.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Kras Signaling Up,10,10,10,133.0,11.0,4.405239427860696,3.580226577101831e-05
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Mitotic Spindle,10,10,0,133.0,1.0,0.48565197428833795,0.9808949965419683
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Mtorc1 Signaling,10,10,2,133.0,9.0,2.208482974213532,0.04294485945504952
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Myc Targets V1,10,10,0,133.0,2.0,0.5028873167089802,0.9842110966767637
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Myc Targets V2,10,0,0,133.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Myogenesis,10,10,10,133.0,6.0,3.7417582417582413,0.008374589319158337
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Notch Signaling,10,0,0,133.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Oxidative Phosphorylation,10,10,0,133.0,2.0,0.6077758719268154,0.9486281800236895
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,P53 Pathway,10,10,10,133.0,14.0,3.4852734922861153,8.382816365888833e-05
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Pancreas Beta Cells,10,0,0,133.0,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Peroxisome,10,10,0,133.0,1.0,0.7792074884180147,0.6292974260941515
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Pi3K Akt Mtor Signaling,10,10,10,133.0,8.0,3.5789598374044562,0.002941364445419641
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Protein Secretion,10,10,0,133.0,2.0,1.2126406202493158,0.6154375567713536
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Reactive Oxygen Species Pathway,10,10,0,133.0,2.0,1.6353495679497252,0.5116283480665981
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Spermatogenesis,10,10,0,133.0,1.0,1.2857142857142856,0.7006588896146445
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Tgf Beta Signaling,10,10,0,133.0,1.0,0.6397014925373135,0.907957504967334
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Tnfa Signaling Via Nfkb,10,10,10,133.0,19.0,3.3391011973101525,2.479352353044331e-06
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Unfolded Protein Response,10,10,0,133.0,3.0,1.8392652123995408,0.3402965700048789
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Uv Response Dn,10,10,0,133.0,6.0,2.511278195488722,0.05503659697387881
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Uv Response Up,10,10,0,133.0,6.0,2.1091499026606098,0.1326657845759328
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Wnt Beta Catenin Signaling,10,10,0,133.0,2.0,2.378942065677561,0.37125121251777193
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_500,Hallmark,Xenobiotic Metabolism,10,10,0,133.0,2.0,0.8811766311766311,0.8256915651903347
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Adipogenesis,10,10,0,86.5,4.0,1.9839030271290552,0.31442986061950473
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Allograft Rejection,10,10,10,86.5,17.0,5.192816091954024,3.8453878847519676e-08
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Androgen Response,10,1,0,86.5,0.0,0.0,0.8216464435192571
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Angiogenesis,10,10,0,86.5,1.0,4.98054090601758,0.3502420222054913
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Apical Junction,10,10,0,86.5,2.0,1.5067831359462582,0.33115300584982243
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Apical Surface,10,10,10,86.5,3.0,7.251491669895389,0.017260477227796937
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Apoptosis,10,10,10,86.5,16.0,5.070582640791649,2.679742249441485e-07
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Bile Acid Metabolism,10,10,0,86.5,2.0,3.078839214113873,0.27907778525691085
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Cholesterol Homeostasis,10,10,0,86.5,1.0,1.1089341692789967,0.7630650892950702
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Coagulation,10,10,0,86.5,3.0,4.4614604462474645,0.07058287924772029
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Complement,10,10,10,86.5,13.5,5.3108328657039925,5.242741395311421e-07
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Dna Repair,10,10,0,86.5,1.0,0.6917417925024416,0.9408723032541648
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,E2F Targets,10,10,0,86.5,2.0,1.1385146863294417,0.7142509727665485
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Epithelial Mesenchymal Transition,10,10,10,86.5,6.0,5.458492975734355,0.0020995289291632292
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Estrogen Response Early,10,10,0,86.5,2.0,1.2306296086216677,0.6950459196586388
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Estrogen Response Late,10,10,0,86.5,1.0,0.682344159575397,0.9408723032541648
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Fatty Acid Metabolism,10,10,0,86.5,1.0,0.7227381570110001,0.9317641574354987
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,G2M Checkpoint,10,10,0,86.5,3.0,1.3155353520718633,0.6265895788075945
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Glycolysis,10,10,0,86.5,3.0,1.7036347909139238,0.4396606480643843
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Hedgehog Signaling,10,10,0,86.5,1.0,2.765526675786594,0.5037157195172794
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Heme Metabolism,10,10,0,86.5,2.0,1.2532079343365252,0.4597366594647152
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Hypoxia,10,10,10,86.5,12.0,4.325753645218349,5.182479007069244e-05
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Il2 Stat5 Signaling,10,10,0,86.5,3.0,1.0868105516835471,0.6044720138057468
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Il6 Jak Stat3 Signaling,10,10,10,86.5,9.0,6.758687525239329,1.201055761766859e-05
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Inflammatory Response,10,10,10,86.5,16.0,6.1654979888239705,1.6831661347375804e-08
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Interferon Alpha Response,10,10,0,86.5,2.0,1.2198275862068964,0.6950459196586388
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Interferon Gamma Response,10,10,10,86.5,13.0,3.68422566208812,0.00010186077227090203
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Kras Signaling Dn,10,0,0,86.5,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Kras Signaling Up,10,10,10,86.5,9.0,5.455911504684414,4.13594504814413e-05
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Mitotic Spindle,10,0,0,86.5,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Mtorc1 Signaling,10,10,0,86.5,5.0,1.8792776601846728,0.27907778525691085
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Myc Targets V1,10,0,0,86.5,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Myc Targets V2,10,0,0,86.5,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Myogenesis,10,10,10,86.5,5.0,4.794532519071412,0.008117289877410106
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Notch Signaling,10,0,0,86.5,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,Oxidative Phosphorylation,10,0,0,86.5,0.0,0.0,1.0
Original dataset contexts,NYGC_multimodal_PBMC,all,trrust,mutual_information,top_5pct,Hallmark,P53 Pathway,10,10,10,86.5,9.0,3.534883720930233,0.0012532389596516592
