analysis_group,dataset,condition,edge_set,metric,top_level,collection,pathway,repeats_tested,repeats_with_overlap,repeats_fdr_lt_0_05,median_selected_targets,median_overlap_genes,median_fold_enrichment,best_bh_fdr
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Tnfa Signaling Via Nfkb,10,10,0,41.0,10.0,1.853762324857291,0.10791063290770639
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Unfolded Protein Response,10,10,0,41.0,2.0,2.035230352303523,0.5431205047367054
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Uv Response Dn,10,10,0,41.0,1.0,1.8365853658536586,0.7607834016695585
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Uv Response Up,10,10,2,41.0,6.0,3.110473457675753,0.04668996419770528
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Wnt Beta Catenin Signaling,10,0,0,41.0,0.0,0.0,1.0
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Xenobiotic Metabolism,10,10,0,41.0,1.0,0.8598669623059867,0.9203069026264148
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Adipogenesis,10,10,0,141.0,3.0,0.9377955082742316,0.6837996438650851
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Allograft Rejection,10,10,9,141.0,23.0,1.652418488311506,0.004149238689554673
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Androgen Response,10,0,0,141.0,0.0,0.0,1.0
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Angiogenesis,4,0,0,141.0,0.0,0.0,1.0
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Apical Junction,10,10,0,141.0,3.0,1.7580386574767755,0.1388397551964256
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Apical Surface,10,10,0,141.0,2.0,2.5977963525835865,0.2631771150334753
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Apoptosis,10,10,10,141.0,17.0,1.7661252622115673,0.0033257585848097265
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Bile Acid Metabolism,10,0,0,141.0,0.0,0.0,1.0
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Cholesterol Homeostasis,10,10,0,141.0,3.0,1.441679152931775,0.143762975312887
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Coagulation,10,10,0,141.0,1.0,0.4858156028368794,0.7515285694127278
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Complement,10,10,7,141.0,16.0,1.6646808510638298,0.006227476814657194
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Dna Repair,10,0,0,141.0,0.0,0.0,1.0
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,E2F Targets,10,10,5,141.0,7.0,2.167435959333622,0.024671737028833282
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Epithelial Mesenchymal Transition,10,10,0,141.0,4.0,1.3109454599940067,0.42059262293525435
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Estrogen Response Early,10,10,0,141.0,4.0,1.9222388705757,0.0667246351641141
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Estrogen Response Late,10,10,0,141.0,4.0,1.3013329979879273,0.44249172769701245
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Fatty Acid Metabolism,10,10,6,141.0,8.0,2.1060233742882826,0.004173647538441952
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,G2M Checkpoint,10,10,1,141.0,7.0,2.0200779142942764,0.02638858882265806
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Glycolysis,10,10,7,141.0,12.0,1.8013369886961876,0.0125796798813929
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Hedgehog Signaling,2,0,0,141.0,0.0,0.0,1.0
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Heme Metabolism,10,10,0,141.0,4.0,0.9542230818826564,0.43503436574751975
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Hypoxia,10,10,10,141.0,24.0,2.0957218027911235,4.3113944926699706e-07
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Il2 Stat5 Signaling,10,10,0,141.0,11.0,1.3420068027210883,0.1444337150430094
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Il6 Jak Stat3 Signaling,10,10,0,141.0,12.0,1.5893617021276594,0.07271499734698787
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Inflammatory Response,10,10,10,141.0,24.0,1.8923654568210262,4.5278904621742026e-05
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Interferon Alpha Response,10,10,0,141.0,9.0,1.5808510638297872,0.07069255389334546
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Interferon Gamma Response,10,10,10,141.0,31.0,2.0082165715274174,4.748629018490448e-07
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Kras Signaling Dn,3,0,0,141.0,0.0,0.0,1.0
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Kras Signaling Up,10,10,1,141.0,10.0,1.7013535111377487,0.027222440459322556
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Mitotic Spindle,10,10,0,141.0,2.0,1.195697233043652,0.28531894820447906
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Mtorc1 Signaling,10,10,2,141.0,14.0,1.4023094767713187,0.033247584255935325
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Myc Targets V1,10,10,0,141.0,14.0,1.412179487179487,0.05339255541800758
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Myc Targets V2,10,10,0,141.0,2.0,1.301056338028169,0.5491497500940633
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Myogenesis,10,10,0,141.0,2.0,1.0581560283687943,0.47601726140127026
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Notch Signaling,10,10,0,141.0,1.0,2.6289831185695736,0.5405859145471335
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Oxidative Phosphorylation,10,10,0,141.0,4.0,1.1148936170212767,0.2959381978387585
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,P53 Pathway,10,10,5,141.0,14.0,1.6531431334622826,0.00976520312435994
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Peroxisome,10,10,0,141.0,2.0,1.3315602836879432,0.2631771150334753
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,141.0,4.0,1.5258358662613982,0.26347268248608746
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Protein Secretion,10,10,0,141.0,1.0,0.5354609929078014,0.7787440668066207
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Reactive Oxygen Species Pathway,10,10,0,141.0,2.0,1.1968085106382977,0.47601726140127026
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Tgf Beta Signaling,10,10,0,141.0,3.0,0.9920212765957447,0.6023168507764685
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Tnfa Signaling Via Nfkb,10,10,10,141.0,37.0,2.0084893543122972,7.690976176007202e-10
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Unfolded Protein Response,10,10,0,141.0,4.0,1.1836091410559495,0.47300471726966825
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Uv Response Dn,10,10,0,141.0,4.0,2.1361702127659576,0.0667246351641141
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Uv Response Up,10,10,3,141.0,11.0,1.724194562451891,0.027524158256604214
Original dataset contexts,Kang_IFN_beta,ctrl,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Wnt Beta Catenin Signaling,10,10,0,141.0,2.0,2.6347517730496453,0.2631771150334753
